"TRS_DT","LOC_NO","DIV_NO","net_sales","net_units","pa_sales","pa_units","pam_sales","pam_units","total_markdowns","avg_ticket_amt","avg_ticket_units","lease_sales","lease_units","kenmore_net_sale","craftsman_net_sale","diehard_net_sale","kenmore_net_units","craftsman_net_units","diehard_net_units","pos_source_system","trs_dt_sk_id","gross_profit","reject_reason"
"2017-02-07","4973","26","446.48000000000002","2","129.99000000000001","1","427.49000000000001","1","304.5","427.49000000000001","1","0","0","446.48000000000002","0","0","2","0","0","T","20170207","","Unable to find POS in dim.location4973"
"2017-02-07","4973","46","99.959999999999994","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","T","20170207","","Unable to find POS in dim.location4973"
"2017-02-07","5064","22","237.09999999999999","1","0","0","237.09999999999999","1","32.890000000000001","237.09999999999999","1","0","0","0","0","0","0","0","0","T","20170207","","Unable to find POS in dim.location5064"
"2017-02-07","5064","46","758","1","0","0","799.98000000000002","2","630","799.98000000000002","2","0","0","758","0","0","1","0","0","T","20170207","","Unable to find POS in dim.location5064"
"2017-02-07","6901","20","269.99000000000001","1","0","0","0","0","80","0","0","0","0","269.99000000000001","0","0","1","0","0","T","20170207","","Unable to find POS in dim.location6901"
"2017-02-07","6901","22","1309.98","2","0","0","1309.98","2","270","1309.98","2","0","0","1309.98","0","0","2","0","0","T","20170207","","Unable to find POS in dim.location6901"
"2017-02-07","6901","46","108.97","2","0","0","0","0","0","0","0","0","0","58.979999999999997","0","0","1","0","0","T","20170207","","Unable to find POS in dim.location6901"
"2017-02-07","9299","20","-349.99000000000001","-1","0","0","0","0","0","0","0","0","0","-349.99000000000001","0","0","-1","0","0","T","20170207","","Unable to find POS in dim.location9299"
"2017-02-07","9299","82","-57.990000000000002","0","0","0","0","0","57.990000000000002","0","0","0","0","0","0","0","0","0","0","T","20170207","","Unable to find POS in dim.location9299"
"2017-02-07","9333","9","639.92999999999995","7","0","0","0","0","570","0","0","0","0","0","0","0","0","0","0","T","20170207","","Unable to find POS in dim.location9333"
"2017-02-07","9333","22","1568.9300000000001","7","0","0","914.96000000000004","4","1631","914.96000000000004","4","0","0","0","0","0","0","0","0","T","20170207","","Unable to find POS in dim.location9333"
"2017-02-07","9333","46","1820.3599999999999","4","0","0","1820.3599999999999","4","1889.5999999999999","1820.3599999999999","4","0","0","0","0","0","0","0","0","T","20170207","","Unable to find POS in dim.location9333"
"2017-02-07","9935","26","654.98000000000002","2","0","0","629.99000000000001","1","246","629.99000000000001","1","0","0","629.99000000000001","0","0","1","0","0","T","20170207","","Unable to find POS in dim.location9935"
"2017-02-07","9937","22","697.97000000000003","3","39.990000000000002","1","669.98000000000002","2","290","669.98000000000002","2","0","0","697.97000000000003","0","0","3","0","0","T","20170207","","Unable to find POS in dim.location9937"
"2017-02-07","9937","46","-49.979999999999997","-1","0","0","0","0","0","0","0","0","0","-49.979999999999997","0","0","-1","0","0","T","20170207","","Unable to find POS in dim.location9937"
"2017-02-07","9958","22","1929.97","3","309.98000000000002","2","1899.98","2","560","1899.98","2","0","0","1929.97","0","0","3","0","0","T","20170207","","Unable to find POS in dim.location9958"
"2017-02-07","9958","26","682.09000000000003","2","0","0","664.04999999999995","1","349.88999999999999","664.04999999999995","1","0","0","18.039999999999999","0","0","1","0","0","T","20170207","","Unable to find POS in dim.location9958"
"2017-02-07","9958","46","1110.97","2","0","0","1099.99","1","900","1099.99","1","0","0","1099.99","0","0","1","0","0","T","20170207","","Unable to find POS in dim.location9958"
"2017-02-08","1741","20","15.99","1","0","0","0","0","0","0","0","0","0","15.99","0","0","1","0","0","T","20170208","","Unable to find POS in dim.location1741"
"2017-02-08","1803","6","399.99000000000001","1","0","0","399.99000000000001","1","200","0","0","0","0","0","0","0","0","0","0","T","20170208","","Unable to find POS in dim.location1803"
"2017-02-08","1803","22","629.99000000000001","1","0","0","-379.99000000000001","-1","110","-379.99000000000001","-1","0","0","19.989999999999998","0","0","1","0","0","T","20170208","","Unable to find POS in dim.location1803"
"2017-02-08","1803","26","4785.8999999999996","8","945.96000000000004","4","4699.9399999999996","6","1980","4699.9399999999996","6","2167.2399999999998","2","2285.9299999999998","0","0","5","0","0","T","20170208","","Unable to find POS in dim.location1803"
"2017-02-08","1803","42","379.99000000000001","1","0","0","379.99000000000001","1","150","0","0","0","0","379.99000000000001","0","0","1","0","0","T","20170208","","Unable to find POS in dim.location1803"
"2017-02-08","1803","46","142.96000000000001","3","0","0","0","0","0","0","0","0","0","142.96000000000001","0","0","3","0","0","T","20170208","","Unable to find POS in dim.location1803"
"2017-02-08","1928","22","-549.99000000000001","-1","0","0","-549.99000000000001","-1","-450","-549.99000000000001","-1","0","0","-549.99000000000001","0","0","-1","0","0","T","20170208","","Unable to find POS in dim.location1928"
"2017-02-08","1928","26","599.97000000000003","3","0","0","559.98000000000002","2","0","0","0","606.17999999999995","2","0","0","0","0","0","0","T","20170208","","Unable to find POS in dim.location1928"
"2017-02-08","1928","46","33.990000000000002","1","0","0","0","0","0","0","0","0","0","83.980000000000004","0","0","2","0","0","T","20170208","","Unable to find POS in dim.location1928"
"2017-02-08","1936","46","199.99000000000001","1","0","0","199.99000000000001","1","50","199.99000000000001","1","0","0","199.99000000000001","0","0","1","0","0","T","20170208","","Unable to find POS in dim.location1936"
"2017-02-08","1937","20","158.91999999999999","2","0","0","0","0","157.06","0","0","0","0","158.91999999999999","0","0","2","0","0","T","20170208","","Unable to find POS in dim.location1937"
"2017-02-08","1937","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","T","20170208","","Unable to find POS in dim.location1937"
"2017-02-08","1937","26","2877.9099999999999","8","368.98000000000002","2","2159.98","2","240","2159.98","2","0","0","117.95","0","0","4","0","0","T","20170208","","Unable to find POS in dim.location1937"
"2017-02-08","1937","46","104.97","2","0","0","0","0","0","0","0","0","0","104.97","0","0","2","0","0","T","20170208","","Unable to find POS in dim.location1937"
"2017-02-08","2559","22","1967.95","5","0","0","1939.97","3","890","1939.97","3","0","0","1947.95","0","0","4","0","0","T","20170208","","Unable to find POS in dim.location2559"
"2017-02-08","2559","46","159.99000000000001","2","0","0","0","1","370","0","1","0","0","159.99000000000001","0","0","2","0","0","T","20170208","","Unable to find POS in dim.location2559"
"2017-02-08","3015","26","-3.3999999999999999","0","0","0","0","0","0","0","0","0","0","-3.3999999999999999","0","0","0","0","0","T","20170208","","Unable to find POS in dim.location3015"
"2017-02-08","3015","46","392.94999999999999","4","0","0","249.99000000000001","1","50","0","0","0","0","392.94999999999999","0","0","4","0","0","T","20170208","","Unable to find POS in dim.location3015"
"2017-02-08","3792","22","186.28999999999999","1","0","0","186.28999999999999","1","43","186.28999999999999","1","0","0","0","0","0","0","0","0","T","20170208","","Unable to find POS in dim.location3792"
"2017-02-08","3792","26","2010.3199999999999","6","0","0","1890.3599999999999","3","539.62","1890.3599999999999","3","0","0","1110.3299999999999","0","0","4","0","0","T","20170208","","Unable to find POS in dim.location3792"
"2017-02-08","3792","46","141.94999999999999","3","0","0","0","0","-7","0","0","0","0","49.979999999999997","0","0","1","0","0","T","20170208","","Unable to find POS in dim.location3792"
"2017-02-08","4973","20","15.99","1","0","0","0","0","0","0","0","0","0","15.99","0","0","1","0","0","T","20170208","","Unable to find POS in dim.location4973"
"2017-02-08","4973","22","1217.98","2","209.99000000000001","1","1189.99","1","210","1189.99","1","1291.0599999999999","2","1217.98","0","0","2","0","0","T","20170208","","Unable to find POS in dim.location4973"
"2017-02-08","4973","26","26.989999999999998","1","0","0","0","0","0","0","0","0","0","26.989999999999998","0","0","1","0","0","T","20170208","","Unable to find POS in dim.location4973"
"2017-02-08","4973","46","450","0","0","0","450","0","-130","450","0","0","0","450","0","0","0","0","0","T","20170208","","Unable to find POS in dim.location4973"
"2017-02-08","4973","82","656.99000000000001","2","0","0","0","0","1083","0","0","0","0","0","0","0","0","0","0","T","20170208","","Unable to find POS in dim.location4973"
"2017-02-08","5056","6","-130.19","-1","0","0","0","0","-8.8100000000000005","0","0","0","0","0","0","0","0","0","0","T","20170208","","Unable to find POS in dim.location5056"
"2017-02-08","5056","26","1101.99","2","179.99000000000001","1","1112.99","2","486.99000000000001","1112.99","2","0","0","-11","0","0","0","0","0","T","20170208","","Unable to find POS in dim.location5056"
"2017-02-08","5056","46","65.010000000000005","0","0","0","65.010000000000005","0","-665.00999999999999","65.010000000000005","0","0","0","-1034.99","0","0","-1","0","0","T","20170208","","Unable to find POS in dim.location5056"
"2017-02-08","5064","22","5366.0900000000001","3","14","0","5366.0900000000001","3","531.89999999999998","5366.0900000000001","3","0","0","-539.99000000000001","0","0","-1","0","0","T","20170208","","Unable to find POS in dim.location5064"
"2017-02-08","5064","26","159.94","1","0","0","179.93000000000001","1","360.06","179.93000000000001","1","0","0","159.94","0","0","1","0","0","T","20170208","","Unable to find POS in dim.location5064"
"2017-02-08","5064","46","2085.9899999999998","2","279.99000000000001","1","2085.9899999999998","2","613.99000000000001","2085.9899999999998","2","0","0","647.99000000000001","0","0","1","0","0","T","20170208","","Unable to find POS in dim.location5064"
"2017-02-08","6901","26","1240.95","5","319.99000000000001","1","1189.98","2","0","899.99000000000001","1","0","0","324.98000000000002","0","0","2","0","0","T","20170208","","Unable to find POS in dim.location6901"
"2017-02-08","6901","42","379.99000000000001","1","0","0","379.99000000000001","1","150","0","0","0","0","379.99000000000001","0","0","1","0","0","T","20170208","","Unable to find POS in dim.location6901"
"2017-02-08","6901","46","679.97000000000003","2","229.99000000000001","1","629.99000000000001","1","320","629.99000000000001","1","0","0","629.99000000000001","0","0","1","0","0","T","20170208","","Unable to find POS in dim.location6901"
"2017-02-08","9299","26","1106.9400000000001","5","0","0","1029.98","2","170","1029.98","2","0","0","61.969999999999999","0","0","2","0","0","T","20170208","","Unable to find POS in dim.location9299"
"2017-02-08","9299","46","-764.99000000000001","-1","0","0","-764.99000000000001","-1","-535","-764.99000000000001","-1","0","0","-764.99000000000001","0","0","-1","0","0","T","20170208","","Unable to find POS in dim.location9299"
"2017-02-08","9333","9","79.989999999999995","1","0","0","0","0","120","0","0","0","0","0","0","0","0","0","0","T","20170208","","Unable to find POS in dim.location9333"
"2017-02-08","9333","22","1633.95","6","0","0","979.98000000000002","3","1545.99","979.98000000000002","3","0","0","0","0","0","0","0","0","T","20170208","","Unable to find POS in dim.location9333"
"2017-02-08","9333","46","-1050","0","0","0","-1050","0","-1150","-1050","0","0","0","0","0","0","0","0","0","T","20170208","","Unable to find POS in dim.location9333"
"2017-02-08","9935","46","99.959999999999994","2","0","0","0","0","0","0","0","0","0","99.959999999999994","0","0","2","0","0","T","20170208","","Unable to find POS in dim.location9935"
"2017-02-08","9937","22","119.98999999999999","1","0","0","119.98999999999999","1","35","119.98999999999999","1","0","0","-45","0","0","0","0","0","T","20170208","","Unable to find POS in dim.location9937"
"2017-02-08","9937","26","3137.8600000000001","12","209.99000000000001","1","2929.9499999999998","5","1110","2929.9499999999998","5","0","0","1056.9100000000001","0","0","7","0","0","T","20170208","","Unable to find POS in dim.location9937"
"2017-02-08","9958","6","449.98000000000002","2","0","0","279.99000000000001","1","450","0","0","0","0","0","0","0","0","0","0","T","20170208","","Unable to find POS in dim.location9958"
"2017-02-08","9958","20","283.97000000000003","3","0","0","0","0","108","0","0","0","0","283.97000000000003","0","0","3","0","0","T","20170208","","Unable to find POS in dim.location9958"
"2017-02-08","9958","22","767.91999999999996","3","0","0","739.92999999999995","2","489.06","510.93000000000001","1","0","0","27.989999999999998","0","0","1","0","0","T","20170208","","Unable to find POS in dim.location9958"
"2017-02-08","9958","26","1016","3","0","0","716.02999999999997","1","283.95999999999998","716.02999999999997","1","0","0","49.979999999999997","0","0","1","0","0","T","20170208","","Unable to find POS in dim.location9958"
"2017-02-09","1741","6","31.109999999999999","1","0","0","0","0","18.879999999999999","0","0","0","0","0","0","0","0","0","0","T","20170209","","Unable to find POS in dim.location1741"
"2017-02-09","1741","26","59.990000000000002","2","0","0","-11.99","0","11.99","-11.99","0","0","0","0","0","0","0","0","0","T","20170209","","Unable to find POS in dim.location1741"
"2017-02-09","1741","46","793","0","0","0","799.99000000000001","1","500","799.99000000000001","1","0","0","799.99000000000001","0","0","1","0","0","T","20170209","","Unable to find POS in dim.location1741"
"2017-02-09","1803","20","489.98000000000002","2","0","0","0","0","160","0","0","0","0","489.98000000000002","0","0","2","0","0","T","20170209","","Unable to find POS in dim.location1803"
"2017-02-09","1803","26","-805","0","-485.98000000000002","-2","-839.99000000000001","-1","-510","-839.99000000000001","-1","-2167.2399999999998","2","1194.98","0","0","2","0","0","T","20170209","","Unable to find POS in dim.location1803"
"2017-02-09","1928","20","19.989999999999998","1","0","0","0","0","0","0","0","0","0","19.989999999999998","0","0","1","0","0","T","20170209","","Unable to find POS in dim.location1928"
"2017-02-09","1928","26","564.98000000000002","2","0","0","529.99000000000001","1","270","529.99000000000001","1","0","0","34.990000000000002","0","0","1","0","0","T","20170209","","Unable to find POS in dim.location1928"
"2017-02-09","1928","46","235.94","4","0","0","0","0","0","0","0","0","0","85.980000000000004","0","0","1","0","0","T","20170209","","Unable to find POS in dim.location1928"
"2017-02-09","1936","20","19.98","2","0","0","0","0","0","0","0","0","0","19.98","0","0","2","0","0","T","20170209","","Unable to find POS in dim.location1936"
"2017-02-09","1936","22","319.98000000000002","2","0","0","0","0","160","0","0","0","0","19.989999999999998","0","0","1","0","0","T","20170209","","Unable to find POS in dim.location1936"
"2017-02-09","1936","26","2364.9499999999998","4","683.98000000000002","2","2279.98","2","780","2279.98","2","0","0","2364.9499999999998","0","0","4","0","0","T","20170209","","Unable to find POS in dim.location1936"
"2017-02-09","1936","46","299.99000000000001","1","0","0","299.99000000000001","1","50","299.99000000000001","1","0","0","299.99000000000001","0","0","1","0","0","T","20170209","","Unable to find POS in dim.location1936"
"2017-02-09","1936","57","699.99000000000001","1","0","0","699.99000000000001","1","100","0","0","757.75","1","0","0","0","0","0","0","T","20170209","","Unable to find POS in dim.location1936"
"2017-02-09","1936","82","598.88","2","0","0","0","0","901.11000000000001","0","0","648.27999999999997","2","0","0","0","0","0","0","T","20170209","","Unable to find POS in dim.location1936"
"2017-02-09","1937","20","15.99","1","0","0","0","0","0","0","0","0","0","15.99","0","0","1","0","0","T","20170209","","Unable to find POS in dim.location1937"
"2017-02-09","1937","22","1135.8599999999999","3","0","0","835.99000000000001","1","764.11000000000001","835.99000000000001","1","0","0","855.98000000000002","0","0","2","0","0","T","20170209","","Unable to find POS in dim.location1937"
"2017-02-09","1937","26","885.95000000000005","4","341.98000000000002","2","816.98000000000002","2","623","816.98000000000002","2","0","0","885.95000000000005","0","0","4","0","0","T","20170209","","Unable to find POS in dim.location1937"
"2017-02-09","1937","46","1503.47","2","0","0","1453.49","1","246.5","0","0","0","0","1453.49","0","0","1","0","0","T","20170209","","Unable to find POS in dim.location1937"
"2017-02-09","2559","20","46.979999999999997","2","0","0","0","0","-35","0","0","0","0","46.980000000000004","0","0","2","0","0","T","20170209","","Unable to find POS in dim.location2559"
"2017-02-09","2559","22","325.99000000000001","2","0","0","325.99000000000001","2","43","-223.00999999999999","1","0","0","119","0","0","1","0","0","T","20170209","","Unable to find POS in dim.location2559"
"2017-02-09","2559","46","749.99000000000001","1","0","0","749.99000000000001","1","550","749.99000000000001","1","0","0","749.99000000000001","0","0","1","0","0","T","20170209","","Unable to find POS in dim.location2559"
"2017-02-09","3015","46","1369.95","3","0","0","1299.99","1","800","1299.99","1","0","0","1358.97","0","0","2","0","0","T","20170209","","Unable to find POS in dim.location3015"
"2017-02-09","3792","9","655.39999999999998","10","0","0","0","0","44.5","0","0","0","0","0","0","0","0","0","0","T","20170209","","Unable to find POS in dim.location3792"
"2017-02-09","3792","26","613.88999999999999","1","209.99000000000001","1","629.88999999999999","1","170.09999999999999","629.88999999999999","1","0","0","-16","0","0","0","0","0","T","20170209","","Unable to find POS in dim.location3792"
"2017-02-09","3792","32","-13.99","-1","0","0","0","0","-14","0","0","0","0","0","0","0","0","0","0","T","20170209","","Unable to find POS in dim.location3792"
"2017-02-09","3792","46","429.99000000000001","1","0","0","429.99000000000001","1","220","429.99000000000001","1","0","0","429.99000000000001","0","0","1","0","0","T","20170209","","Unable to find POS in dim.location3792"
"2017-02-09","4973","26","2218.9099999999999","8","0","0","2096.96","4","763","2096.96","4","1517.45","5","860.94000000000005","0","0","5","0","0","T","20170209","","Unable to find POS in dim.location4973"
"2017-02-09","4973","46","-1450.01","0","60","0","-1499.99","-1","-700","-1499.99","-1","0","0","-1450.01","0","0","0","0","0","T","20170209","","Unable to find POS in dim.location4973"
"2017-02-09","5056","20","499.98000000000002","2","0","0","0","0","220","0","0","0","0","499.98000000000002","0","0","2","0","0","T","20170209","","Unable to find POS in dim.location5056"
"2017-02-09","5056","26","1268.95","4","179.99000000000001","1","1199.98","2","350","1199.98","2","0","0","68.969999999999999","0","0","2","0","0","T","20170209","","Unable to find POS in dim.location5056"
"2017-02-09","5064","22","3810.9499999999998","6","139.99000000000001","1","2484.98","2","1996.99","2484.98","2","0","0","1947.97","0","0","3","0","0","T","20170209","","Unable to find POS in dim.location5064"
"2017-02-09","5064","46","5408.96","4","949.98000000000002","2","5397.9799999999996","3","3801.9899999999998","5397.9799999999996","3","630.74000000000001","1","3379.9799999999996","0","0","2","0","0","T","20170209","","Unable to find POS in dim.location5064"
"2017-02-09","6901","22","1441.73","2","199.99000000000001","1","1441.73","2","1295.5","1441.73","2","0","0","1441.73","0","0","2","0","0","T","20170209","","Unable to find POS in dim.location6901"
"2017-02-09","6901","46","3768.9400000000001","4","579.99000000000001","1","3801.9699999999998","3","1750","3801.9699999999998","3","0","0","1746.99","0","0","1","0","0","T","20170209","","Unable to find POS in dim.location6901"
"2017-02-09","9299","20","299.98000000000002","2","0","0","219.99000000000001","1","30","0","0","0","0","299.98000000000002","0","0","2","0","0","T","20170209","","Unable to find POS in dim.location9299"
"2017-02-09","9299","22","-159.5","0","0","0","-159.5","0","-15","-159.5","0","0","0","-484.49000000000001","0","0","-1","0","0","T","20170209","","Unable to find POS in dim.location9299"
"2017-02-09","9299","26","3558.8000000000002","12","199.99000000000001","1","3415.8699999999999","7","1819.0599999999999","3415.8699999999999","7","0","0","1532.9000000000001","0","0","8","0","0","T","20170209","","Unable to find POS in dim.location9299"
"2017-02-09","9299","46","2989.8600000000001","2","379.99000000000001","1","2989.8600000000001","2","4410.1199999999999","2989.8600000000001","2","0","0","1830.9300000000001","0","0","1","0","0","T","20170209","","Unable to find POS in dim.location9299"
"2017-02-09","9299","82","1880.99","3","0","0","0","0","3519","0","0","0","0","0","0","0","0","0","0","T","20170209","","Unable to find POS in dim.location9299"
"2017-02-09","9333","22","867.97000000000003","3","0","0","649.98000000000002","2","612","649.98000000000002","2","0","0","0","0","0","0","0","0","T","20170209","","Unable to find POS in dim.location9333"
"2017-02-09","9333","46","1654.97","3","0","0","1654.97","3","1825","1654.97","3","0","0","0","0","0","0","0","0","T","20170209","","Unable to find POS in dim.location9333"
"2017-02-09","9935","6","169","1","0","0","169","1","130.99000000000001","0","0","0","0","0","0","0","0","0","0","T","20170209","","Unable to find POS in dim.location9935"
"2017-02-09","9935","22","629.97000000000003","3","0","0","359.99000000000001","1","40","359.99000000000001","1","0","0","269.98000000000002","0","0","2","0","0","T","20170209","","Unable to find POS in dim.location9935"
"2017-02-09","9937","22","929.97000000000003","4","109.98999999999999","1","549.98000000000002","2","719","499.99000000000001","1","0","0","29.989999999999998","0","0","1","0","0","T","20170209","","Unable to find POS in dim.location9937"
"2017-02-09","9937","26","-968.95000000000005","-4","0","0","-899.98000000000002","-2","-540","-899.98000000000002","-2","0","0","-968.95000000000005","0","0","-4","0","0","T","20170209","","Unable to find POS in dim.location9937"
"2017-02-09","9937","46","679.98000000000002","2","0","0","629.99000000000001","1","170","629.99000000000001","1","0","0","629.99000000000001","0","0","1","0","0","T","20170209","","Unable to find POS in dim.location9937"
"2017-02-09","9958","20","687.86000000000001","4","0","0","227.88999999999999","1","212.09999999999999","0","0","0","0","507.87","0","0","3","0","0","T","20170209","","Unable to find POS in dim.location9958"
"2017-02-09","9958","22","169.88","1","0","0","169.88","1","30.109999999999999","169.88","1","0","0","15.99","0","0","0","0","0","T","20170209","","Unable to find POS in dim.location9958"
"2017-02-09","9958","26","1830.9300000000001","6","0","0","1749.97","3","860","1749.97","3","0","0","1830.9300000000001","0","0","6","0","0","T","20170209","","Unable to find POS in dim.location9958"
"2017-02-09","9958","46","2697.4400000000001","2","360.99000000000001","1","2687.0100000000002","1","2513.5300000000002","2687.0100000000002","1","0","0","2687.0099999999998","0","0","1","0","0","T","20170209","","Unable to find POS in dim.location9958"
"2017-02-10","1741","22","399.98000000000002","2","0","0","379.99000000000001","1","330","379.99000000000001","1","0","0","399.98000000000002","0","0","2","0","0","T","20170210","","Unable to find POS in dim.location1741"
"2017-02-10","1741","26","18.989999999999998","1","0","0","0","0","0","0","0","0","0","18.989999999999998","0","0","1","0","0","T","20170210","","Unable to find POS in dim.location1741"
"2017-02-10","1741","46","159.99000000000001","1","0","0","0","0","70","0","0","0","0","159.99000000000001","0","0","1","0","0","T","20170210","","Unable to find POS in dim.location1741"
"2017-02-10","1803","20","164.99000000000001","1","0","0","0","0","65","0","0","0","0","164.99000000000001","0","0","1","0","0","T","20170210","","Unable to find POS in dim.location1803"
"2017-02-10","1803","46","49.990000000000002","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","T","20170210","","Unable to find POS in dim.location1803"
"2017-02-10","1928","20","9.9900000000000002","1","0","0","0","0","0","0","0","0","0","9.9900000000000002","0","0","1","0","0","T","20170210","","Unable to find POS in dim.location1928"
"2017-02-10","1928","26","699.99000000000001","1","0","0","699.99000000000001","1","200","699.99000000000001","1","0","0","0","0","0","0","0","0","T","20170210","","Unable to find POS in dim.location1928"
"2017-02-10","1928","46","249.91","5","0","0","0","0","0","0","0","0","0","99.959999999999994","0","0","2","0","0","T","20170210","","Unable to find POS in dim.location1928"
"2017-02-10","1936","9","29.989999999999998","1","0","0","0","0","10","0","0","0","0","0","29.989999999999998","0","0","1","0","T","20170210","","Unable to find POS in dim.location1936"
"2017-02-10","1936","22","339.98000000000002","2","0","0","319.99000000000001","1","210","319.99000000000001","1","0","0","339.98000000000002","0","0","2","0","0","T","20170210","","Unable to find POS in dim.location1936"
"2017-02-10","1936","26","1154.96","3","-199","0","1099.98","2","560","1099.98","2","0","0","1168.95","0","0","4","0","0","T","20170210","","Unable to find POS in dim.location1936"
"2017-02-10","1936","46","49.990000000000002","1","0","0","0","0","0","0","0","0","0","49.990000000000002","0","0","1","0","0","T","20170210","","Unable to find POS in dim.location1936"
"2017-02-10","1937","22","150","0","0","0","150","0","230","150","0","0","0","599.99000000000001","0","0","1","0","0","T","20170210","","Unable to find POS in dim.location1937"
"2017-02-10","1937","46","184.94","4","0","0","0","0","0","0","0","0","0","142.96000000000001","0","0","3","0","0","T","20170210","","Unable to find POS in dim.location1937"
"2017-02-10","2559","20","295.98000000000002","2","0","0","0","0","320","0","0","0","0","295.98000000000002","0","0","2","0","0","T","20170210","","Unable to find POS in dim.location2559"
"2017-02-10","2559","22","757.98000000000002","2","0","0","729.99000000000001","1","570","729.99000000000001","1","0","0","757.98000000000002","0","0","2","0","0","T","20170210","","Unable to find POS in dim.location2559"
"2017-02-10","2559","26","1415.95","5","0","0","1371.3099999999999","3","900","1371.3099999999999","3","0","0","1415.95","0","0","5","0","0","T","20170210","","Unable to find POS in dim.location2559"
"2017-02-10","2559","46","1999.98","2","0","0","1999.98","2","1580","1999.98","2","0","0","1999.98","0","0","2","0","0","T","20170210","","Unable to find POS in dim.location2559"
"2017-02-10","3015","20","9.9900000000000002","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","T","20170210","","Unable to find POS in dim.location3015"
"2017-02-10","3015","22","249.99000000000001","1","0","0","249.99000000000001","1","50","249.99000000000001","1","0","0","0","0","0","0","0","0","T","20170210","","Unable to find POS in dim.location3015"
"2017-02-10","3015","46","203.94999999999999","4","0","0","0","0","0","0","0","0","0","3.9900000000000002","0","0","0","0","0","T","20170210","","Unable to find POS in dim.location3015"
"2017-02-10","3792","46","-1207.97","-2","0","0","-1196.99","-1","-903","-1196.99","-1","0","0","-1196.99","0","0","-1","0","0","T","20170210","","Unable to find POS in dim.location3792"
"2017-02-10","4973","6","699.99000000000001","1","0","0","699.99000000000001","1","600","0","0","0","0","0","0","0","0","0","0","T","20170210","","Unable to find POS in dim.location4973"
"2017-02-10","4973","22","499.99000000000001","1","189.99000000000001","1","499.99000000000001","1","380","499.99000000000001","1","529.99000000000001","1","499.99000000000001","0","0","1","0","0","T","20170210","","Unable to find POS in dim.location4973"
"2017-02-10","4973","26","11.51","0","0","0","38.5","1","280","38.5","1","0","0","11.51","0","0","0","0","0","T","20170210","","Unable to find POS in dim.location4973"
"2017-02-10","4973","46","1576.96","4","279.99000000000001","1","1476.98","2","403","1476.98","2","0","0","729.99000000000001","0","0","1","0","0","T","20170210","","Unable to find POS in dim.location4973"
"2017-02-10","4973","82","0","0","0","0","0","0","-40","0","0","0","0","0","0","0","0","0","0","T","20170210","","Unable to find POS in dim.location4973"
"2017-02-10","5056","26","449.97000000000003","2","0","0","399.99000000000001","1","100","399.99000000000001","1","0","0","49.979999999999997","0","0","1","0","0","T","20170210","","Unable to find POS in dim.location5056"
"2017-02-10","5064","20","249.99000000000001","1","0","0","0","0","450","0","0","0","0","0","0","0","0","0","0","T","20170210","","Unable to find POS in dim.location5064"
"2017-02-10","5064","22","1902.9300000000001","7","209.99000000000001","1","1844.96","4","1495","1844.96","4","0","0","1892.9400000000001","0","0","6","0","0","T","20170210","","Unable to find POS in dim.location5064"
"2017-02-10","5064","26","844.47000000000003","3","260.98000000000002","2","844.47000000000003","3","535.5","769.48000000000002","2","0","0","0","0","0","0","0","0","T","20170210","","Unable to find POS in dim.location5064"
"2017-02-10","5064","42","359.99000000000001","1","199.99000000000001","1","359.99000000000001","1","40","0","0","0","0","359.99000000000001","0","0","1","0","0","T","20170210","","Unable to find POS in dim.location5064"
"2017-02-10","6901","20","299.98000000000002","2","0","0","219.99000000000001","1","30","0","0","0","0","299.98000000000002","0","0","2","0","0","T","20170210","","Unable to find POS in dim.location6901"
"2017-02-10","6901","22","-110","0","0","0","-110","0","0","-110","0","0","0","-110","0","0","0","0","0","T","20170210","","Unable to find POS in dim.location6901"
"2017-02-10","6901","46","24.989999999999998","0","0","0","0","0","0","0","0","0","0","-25","0","0","-1","0","0","T","20170210","","Unable to find POS in dim.location6901"
"2017-02-10","9299","22","359.99000000000001","1","-29","0","359.99000000000001","1","350","359.99000000000001","1","0","0","359.99000000000001","0","0","1","0","0","T","20170210","","Unable to find POS in dim.location9299"
"2017-02-10","9299","26","443.98000000000002","2","0","0","424.99000000000001","1","405","424.99000000000001","1","0","0","443.98000000000002","0","0","2","0","0","T","20170210","","Unable to find POS in dim.location9299"
"2017-02-10","9299","46","10.98","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","T","20170210","","Unable to find POS in dim.location9299"
"2017-02-10","9299","82","1559.97","5","0","0","0","0","2500","0","0","0","0","0","0","0","0","0","0","T","20170210","","Unable to find POS in dim.location9299"
"2017-02-10","9333","9","60.990000000000002","1","0","0","0","0","49","0","0","0","0","0","0","0","0","0","0","T","20170210","","Unable to find POS in dim.location9333"
"2017-02-10","9333","46","854.97000000000003","3","0","0","854.97000000000003","3","1005","854.97000000000003","3","0","0","0","0","0","0","0","0","T","20170210","","Unable to find POS in dim.location9333"
"2017-02-10","9935","20","-108.42","-1","0","0","0","0","-21.57","0","0","0","0","0","0","0","0","0","0","T","20170210","","Unable to find POS in dim.location9935"
