"TRS_DT","LOC_NO","net_sales","net_units","pa_sales","pa_units","pam_sales","pam_units","total_markdowns","avg_ticket_amt","avg_ticket_units","lease_sales","lease_units","spp_sales","spp_merch_sales","bulk_sales","bulk_units","sears_credit_sales","other_credit_sales","kenmore_net_sale","craftsman_net_sale","diehard_net_sale","kenmore_net_units","craftsman_net_units","diehard_net_units","pos_source_system","trs_dt_sk_id","reject_reason"
"2017-02-21","1803","29.979999999999997","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255.81","29.979999999999997","0","0","2","0","0","T","20170221","Unable to find POS in dim.location1803"
"2017-02-21","1928","1444.9300000000001","6","0","0","1291.98","2","908","1291.98","2","0","0","0","0","0","0","1561.98","1652.8900000000001","152.94999999999999","0","0","4","0","0","T","20170221","Unable to find POS in dim.location1928"
"2017-02-21","1936","2277.9000000000001","8","0","0","1241.02","2","1291","1241.02","2","0","0","0","0","0","0","0","1658.8399999999999","1407.9300000000001","819.99000000000001","0","6","1","0","T","20170221","Unable to find POS in dim.location1936"
"2017-02-21","1937","310.10000000000002","8","-78.010000000000019","1","-339.72000000000003","2","638.22000000000003","-339.72000000000003","2","0","0","0","264.98000000000002","0","0","0","289.72000000000003","30.220000000000027","0","0","7","0","0","T","20170221","Unable to find POS in dim.location1937"
"2017-02-21","2559","4074.8899999999999","12","699.97000000000003","3","3103.96","6","1866","2639.98","4","0","0","0","0","0","0","1170.01","5371","3224.9099999999999","0","0","9","0","0","T","20170221","Unable to find POS in dim.location2559"
"2017-02-21","3015","5284.8299999999999","14","899.98000000000002","2","4999.9499999999989","5","2700","4999.9499999999989","5","0","0","0","0","0","0","2687.9699999999998","6635.1400000000003","962.91000000000008","0","0","7","0","0","T","20170221","Unable to find POS in dim.location3015"
"2017-02-21","3792","2579","6","449.99000000000001","1","2527.0299999999997","3","721.95000000000005","2527.0299999999997","3","0","0","0","0","0","0","1850.23","3298.8499999999999","-29.989999999999998","0","0","-1","0","0","T","20170221","Unable to find POS in dim.location3792"
"2017-02-21","4973","7392.6000000000004","14","296.98000000000002","2","6582.8500000000004","11","3227.2200000000003","6342.8999999999996","10","0","0","0","0","0","0","3478.73","8251.25","5207.9099999999999","0","0","9","0","0","T","20170221","Unable to find POS in dim.location4973"
"2017-02-21","5056","4354.1800000000003","13","683.98000000000002","2","3926.3400000000001","5","2278.0599999999999","4014.5","5","0","0","0","211.93000000000001","0","0","4809.1000000000004","5516.0299999999997","2836.29","0","0","8","0","0","T","20170221","Unable to find POS in dim.location5056"
"2017-02-21","5064","3058.52","7","819.99000000000001","1","2636.6399999999999","3","3654.3800000000001","2636.6399999999999","3","0","0","0","0","0","0","0","3993.3499999999999","2806.6199999999994","0","0","5","0","0","T","20170221","Unable to find POS in dim.location5064"
"2017-02-21","6901","1536.9300000000001","6","0","0","1259.98","2","924","1259.98","2","0","0","0","145.99000000000001","0","0","0","1797.0899999999999","1486.9400000000001","0","0","5","0","0","T","20170221","Unable to find POS in dim.location6901"
"2017-02-21","9299","-192.85000000000014","8","67.5","0","-594.90000000000009","0","-1135.3400000000001","-594.90000000000009","0","0","0","0","0","0","0","-1961.6199999999999","-9.1699999999999999","-126.59999999999994","0","0","4","0","0","T","20170221","Unable to find POS in dim.location9299"
"2017-02-21","9333","3477.5","29","0","0","1224.98","1","4332.21","1224.98","1","0","0","0","1388.5999999999999","0","0","0","-940.99000000000001","0","0","0","0","0","0","T","20170221","Unable to find POS in dim.location9333"
"2017-02-21","9935","2528.8399999999997","9","0","0","2377.9099999999999","4","2031.0599999999999","2377.9099999999999","4","0","0","0","0","0","0","991.52999999999997","2798.7399999999998","1038.9300000000001","0","0","6","0","0","T","20170221","Unable to find POS in dim.location9935"
"2017-02-21","9937","4179.96","16","0","0","3119.9499999999998","7","4356.8899999999994","3119.9499999999998","7","0","0","0","99.989999999999995","0","0","2199.2399999999998","4677.1999999999998","2419.9899999999998","0","0","11","0","0","T","20170221","Unable to find POS in dim.location9937"
"2017-02-21","9958","-839.12000000000012","-4","399.98000000000002","2","-533.18000000000029","-2","163.17000000000007","-533.18000000000029","-2","0","0","0","0","0","0","-3034.9400000000001","-1473.72","-632.14000000000033","0","0","-3","0","0","T","20170221","Unable to find POS in dim.location9958"
"2017-02-22","1741","7740.7799999999988","19","1239.9400000000001","6","7315.9099999999999","9","4469","7315.9099999999999","9","0","0","0","104.98999999999999","0","0","2009.5599999999999","10009.290000000001","5645.8299999999999","104.98999999999999","0","14","1","0","T","20170222","Unable to find POS in dim.location1741"
"2017-02-22","1803","4223.7200000000003","14","719.97000000000003","3","3649.9499999999998","5","2668.0799999999999","3649.9499999999998","5","0","0","10.779999999999999","71.890000000000001","0","0","127.81999999999999","5471.6700000000001","4123.75","0","0","12","0","0","T","20170222","Unable to find POS in dim.location1803"
"2017-02-22","1928","461.40000000000003","-1","0","0","429.99000000000001","1","208.61000000000001","429.99000000000001","1","0","0","0","0","0","0","0","553.63999999999999","571.35000000000002","0","0","2","0","0","T","20170222","Unable to find POS in dim.location1928"
"2017-02-22","1936","4038.8599999999997","11","849.98000000000002","2","3329.9699999999998","3","2645","3329.9699999999998","3","0","0","0","494.98000000000002","0","0","0","5686.6000000000004","3938.8999999999996","0","0","9","0","0","T","20170222","Unable to find POS in dim.location1936"
"2017-02-22","1937","4137.9099999999999","7","0","0","3919.96","4","2750","3699.9700000000003","3","0","0","0","0","0","0","0","4567.1000000000004","4137.9099999999999","0","0","7","0","0","T","20170222","Unable to find POS in dim.location1937"
"2017-02-22","2559","2629.8899999999994","10","129.99000000000001","1","1985.96","4","944","1699.97","3","0","0","0","0","0","0","-56.490000000000002","2842.2800000000002","1904.9200000000001","0","0","7","0","0","T","20170222","Unable to find POS in dim.location2559"
"2017-02-22","3015","1827.71","10","0","0","999.99000000000001","1","1424.1799999999998","999.99000000000001","1","0","0","0","685.76999999999998","0","0","1135.23","1955.6500000000001","1816.73","0","0","9","0","0","T","20170222","Unable to find POS in dim.location3015"
"2017-02-22","3792","4002.6199999999999","11","683.98000000000002","2","3808.6999999999998","6","881.24000000000001","2939.9699999999998","3","0","0","0","0","0","0","463.31","4719.1000000000004","523.95000000000005","0","0","4","0","0","T","20170222","Unable to find POS in dim.location3792"
"2017-02-22","4973","3421.96","4","-170","0","3439.96","4","1670","2889.9699999999998","3","24.649999999999977","3","0","0","0","0","-413.31999999999999","3428","2131.98","0","0","2","0","0","T","20170222","Unable to find POS in dim.location4973"
"2017-02-22","5056","399.99000000000001","1","0","0","399.99000000000001","1","100","399.99000000000001","1","0","0","0","0","0","0","0","423.99000000000001","0","0","0","0","0","0","T","20170222","Unable to find POS in dim.location5056"
"2017-02-22","5064","9766.3400000000001","22","1162.95","5","9536.4700000000012","13","6300.4200000000001","9536.4700000000012","13","0","0","0","0","0","0","7132.3900000000003","12308.950000000001","7460.8199999999997","0","0","18","0","0","T","20170222","Unable to find POS in dim.location5064"
"2017-02-22","6901","124.86000000000001","4","0","0","0","0","110.11","0","0","0","0","0","29.879999999999999","0","0","22.079999999999998","137.66999999999999","38.890000000000001","0","0","1","0","0","T","20170222","Unable to find POS in dim.location6901"
"2017-02-22","7820","339.99000000000001","1","0","0","339.99000000000001","1","21807.73","339.99000000000001","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","T","20170222","Unable to find POS in dim.location7820"
"2017-02-22","9299","741.90999999999997","2","0","0","730.92999999999995","1","669.05999999999995","730.92999999999995","1","0","0","0","0","0","0","821.83000000000004","821.83000000000004","0","0","0","0","0","0","T","20170222","Unable to find POS in dim.location9299"
"2017-02-22","9333","6495.7499999999991","45","0","0","2706.98","2","5503.8000000000002","2706.98","2","0","0","0","3667.5999999999999","0","0","0","-2230.2800000000002","0","0","0","0","0","0","T","20170222","Unable to find POS in dim.location9333"
"2017-02-22","9935","-1779.0300000000002","5","12.009999999999991","-1","-1898.6999999999998","0","496.80999999999995","-909.59999999999991","1","0","0","0","0","0","0","-729.62","-1792.97","254.73000000000002","0","0","6","0","0","T","20170222","Unable to find POS in dim.location9935"
"2017-02-22","9937","1434.98","3","19.989999999999995","1","1089.98","2","254","189.99000000000001","1","0","0","0","145.99000000000001","0","0","227.58000000000001","599.78999999999996","-614.00999999999999","0","0","1","0","0","T","20170222","Unable to find POS in dim.location9937"
"2017-02-22","9958","1136.9200000000001","9","0","0","610.00999999999999","0","330","610.00999999999999","0","0","0","37.5","409.98000000000002","0","0","-439.19","1373.95","1196.9400000000001","0","0","6","0","0","T","20170222","Unable to find POS in dim.location9958"
"2017-02-23","1741","5163.9799999999996","12","425.99000000000001","1","4995.0699999999997","5","3004.8899999999999","5044.96","5","0","0","-35.979999999999997","0","0","0","3829.5300000000002","6273.3900000000003","5153","0","0","11","0","0","T","20170223","Unable to find POS in dim.location1741"
"2017-02-23","1803","3809.9499999999998","7","329.99000000000001","1","3759.9499999999998","6","4180","3759.9499999999998","6","0","0","0","0","0","0","3241.0300000000002","4620.5500000000002","3759.9499999999998","0","0","6","0","0","T","20170223","Unable to find POS in dim.location1803"
"2017-02-23","1928","1268.9400000000001","5","129.99000000000001","1","1147.97","3","612","1147.97","3","0","0","0","0","0","0","1143.0599999999999","1202.5899999999999","980.95000000000005","0","0","4","0","0","T","20170223","Unable to find POS in dim.location1928"
"2017-02-23","1936","8249.4299999999985","33","129.99000000000001","1","7303.9100000000008","13","5489.1899999999996","6942.9900000000007","11","0","0","54.579999999999998","122.94","0","0","4073.2800000000002","9698.4799999999996","6848.5600000000004","52.939999999999998","0","26","2","0","T","20170223","Unable to find POS in dim.location1936"
"2017-02-23","1937","1329.8800000000001","11","189.99000000000001","1","1039.98","2","1090","1039.98","2","0","0","0","0","0","0","0","1824.28","1849.9000000000001","0","0","9","0","0","T","20170223","Unable to find POS in dim.location1937"
"2017-02-23","2559","7201.6700000000001","23","0","0","6751.8400000000001","11","4508.0500000000002","5754.8500000000004","9","0","0","0","0","0","0","4445.5799999999999","7255.2600000000002","6592.6900000000005","0","0","21","0","0","T","20170223","Unable to find POS in dim.location2559"
"2017-02-23","3015","851.51999999999998","6","0","0","681.58000000000004","2","428.37","233.38","0","0","0","0","20","0","0","0","1097.1400000000001","20","0","0","1","0","0","T","20170223","Unable to find POS in dim.location3015"
"2017-02-23","3792","1908.9400000000001","7","467.98000000000002","2","1774.9699999999998","3","705","1774.9699999999998","3","0","0","0","0","0","0","2744.6100000000001","2801.2600000000002","-972.00999999999999","0","0","1","0","0","T","20170223","Unable to find POS in dim.location3792"
"2017-02-23","4973","-1262.95","-3","-368.98000000000002","-2","-1415.98","-1","160","-1415.98","-1","-1623.96","5","0","0","0","0","264.01999999999998","-1810.9100000000001","7.0300000000000011","269.99000000000001","0","-1","1","0","T","20170223","Unable to find POS in dim.location4973"
"2017-02-23","5056","6159.8299999999999","16","341.98000000000002","2","5814.9300000000003","7","4025","5814.9300000000003","7","0","0","0","109.98999999999999","0","0","6347.1700000000001","7136.1199999999999","3689.8800000000001","0","0","11","0","0","T","20170223","Unable to find POS in dim.location5056"
"2017-02-23","5064","3712.5500000000002","6","602.98000000000002","2","3195.5999999999995","2","2454.3800000000001","3195.5999999999995","2","0","0","0","0","0","0","3156.8800000000001","4479.1599999999999","1814.4599999999998","0","0","3","0","0","T","20170223","Unable to find POS in dim.location5064"
"2017-02-23","6901","2695.8999999999996","11","189.99000000000001","1","2580.96","4","1346","2580.96","4","0","0","0","-145.99000000000001","0","0","842.76999999999998","3471.3400000000001","524.95000000000005","0","0","6","0","0","T","20170223","Unable to find POS in dim.location6901"
"2017-02-23","9299","279.98000000000002","3","0","0","0","0","284.99000000000001","0","0","0","0","0","159.99000000000001","0","0","0","328.48000000000002","214.97999999999999","0","0","2","0","0","T","20170223","Unable to find POS in dim.location9299"
"2017-02-23","9333","3061.8800000000001","12","0","0","1644.97","3","2858","1644.97","3","0","0","0","556.94000000000005","0","0","0","0","0","0","0","0","0","0","T","20170223","Unable to find POS in dim.location9333"
"2017-02-23","9937","2619.77","11","569.96000000000004","4","2213.9499999999998","5","1336.1100000000001","2213.9499999999998","5","650.77999999999997","2","0","0","0","0","1801.3399999999999","3702.3400000000001","1775.9100000000001","0","0","8","0","0","T","20170223","Unable to find POS in dim.location9937"
"2017-02-23","9958","2021.3399999999999","11","279.99000000000001","1","1312.8700000000001","3","1009.53","1299.8800000000001","2","0","0","0","0","0","0","2349.73","2425.4499999999998","285.92000000000002","0","0","7","0","0","T","20170223","Unable to find POS in dim.location9958"
"2017-02-24","1741","770.98000000000002","3","689.98000000000002","2","674.99000000000001","1","1380","674.99000000000001","1","0","0","0","104.98999999999999","0","0","468.94","1583.96","665.99000000000001","104.98999999999999","0","2","1","0","T","20170224","Unable to find POS in dim.location1741"
"2017-02-24","1803","6217.8499999999995","14","1151.96","4","5529.9399999999987","6","3867","5529.9399999999987","6","0","0","0","0","0","0","762.96000000000004","8368.1900000000005","5704.8599999999988","0","0","13","0","0","T","20170224","Unable to find POS in dim.location1803"
"2017-02-24","1928","1539.95","5","209.99000000000001","1","1179.98","2","920","1179.98","2","0","0","0","0","0","0","909.27999999999997","1506.27","1199.96","339.99000000000001","0","4","1","0","T","20170224","Unable to find POS in dim.location1928"
"2017-02-24","1936","5070.7799999999997","18","0","0","4809.9400000000005","6","3420","4809.9400000000005","6","0","0","0","0","0","0","0","5686.1199999999999","4862.8400000000001","0","0","14","0","0","T","20170224","Unable to find POS in dim.location1936"
"2017-02-24","1937","6343.2799999999997","11","369.98000000000002","2","5219.2299999999996","6","3313.5999999999999","5219.2299999999996","6","487.11000000000001","1","0","0","0","0","6925.8699999999999","7521.1899999999996","2203.3299999999999","0","0","6","0","0","T","20170224","Unable to find POS in dim.location1937"
"2017-02-24","2559","313.98000000000002","1","0","0","218.99000000000001","1","101.01999999999998","218.99000000000001","1","0","0","0","159.97","0","0","-1282.1500000000001","82.409999999999997","-139.98000000000002","0","0","-1","0","0","T","20170224","Unable to find POS in dim.location2559"
"2017-02-24","3015","138.97","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","148.69999999999999","138.97","0","0","3","0","0","T","20170224","Unable to find POS in dim.location3015"
"2017-02-24","3792","4456.8999999999996","9","0","0","3454.96","4","2760","4309.9499999999998","5","0","0","0","0","0","0","0","5192.1499999999996","2806.9300000000003","0","0","6","0","0","T","20170224","Unable to find POS in dim.location3792"
"2017-02-24","4973","2696.0700000000002","7","779.96000000000004","4","3215.98","5","1212.8700000000001","3215.98","5","0","0","0","0","0","0","730.72000000000003","3899.9200000000001","438.96000000000004","0","0","5","0","0","T","20170224","Unable to find POS in dim.location4973"
"2017-02-24","5056","818.86000000000001","3","259.99000000000001","1","799.87","2","680.11000000000001","799.87","2","0","0","0","0","0","0","879.00999999999999","1143.8800000000001","818.86000000000001","0","0","3","0","0","T","20170224","Unable to find POS in dim.location5056"
"2017-02-24","5064","5026.8500000000004","11","189.98000000000002","2","4864.9499999999998","5","2845","4704.96","4","811.71000000000004","4","0","0","0","0","3062.7800000000002","7139.6599999999999","2834.9300000000003","159.99000000000001","0","5","1","0","T","20170224","Unable to find POS in dim.location5064"
"2017-02-24","6901","7009.0599999999995","13","799.99000000000001","1","5676.6599999999999","5","5313.79","5676.6599999999999","5","0","0","0","0","0","0","5383.3199999999997","8702.4200000000001","4378.9099999999999","0","0","8","0","0","T","20170224","Unable to find POS in dim.location6901"
"2017-02-24","9299","1987.97","6","0","0","279.99000000000001","1","2421.98","279.99000000000001","1","0","0","0","0","0","0","554.60000000000002","1939.4200000000001","279.99000000000001","0","0","1","0","0","T","20170224","Unable to find POS in dim.location9299"
"2017-02-24","9333","192.96000000000001","4","0","0","0","0","227","0","0","0","0","0","150.97","0","0","0","0","0","0","0","0","0","0","T","20170224","Unable to find POS in dim.location9333"
"2017-02-24","9935","9443.8100000000013","15","1077.96","4","8911.9400000000005","6","5028.0100000000002","8911.9400000000005","6","0","0","0","0","0","0","2722.4299999999998","8165.25","6060.8900000000003","0","0","10","0","0","T","20170224","Unable to find POS in dim.location9935"
"2017-02-24","9937","3560.2399999999998","9","379.99000000000001","1","3429.9699999999998","3","2480","3429.9699999999998","3","0","0","0","0","0","0","1158.74","4458.75","1661.9200000000001","0","0","6","0","0","T","20170224","Unable to find POS in dim.location9937"
"2017-02-24","9958","16480.040000000001","30","0","0","15187.439999999999","15","6754.6299999999992","14913.689999999999","14","0","0","0","-179.99000000000001","0","0","4856.0600000000004","17090.599999999999","8230.4300000000003","427.49000000000001","0","23","1","0","T","20170224","Unable to find POS in dim.location9958"
"2017-02-25","1741","5476.2999999999993","19","756.96000000000004","4","4571.9099999999999","9","2156.5","3781.9400000000001","6","459.25999999999999","2","0","0","0","0","6490.4099999999999","7102.0600000000004","2575.8599999999997","0","0","12","0","0","T","20170225","Unable to find POS in dim.location1741"
"2017-02-25","1803","2809.9700000000003","3","0","0","1799.99","1","960","1799.99","1","0","0","0","0","0","0","0","3302.46","1819.98","0","0","2","0","0","T","20170225","Unable to find POS in dim.location1803"
"2017-02-25","1928","6370.7800000000007","19","609.97000000000003","3","5739.9300000000003","7","3560","5739.9300000000003","7","0","0","12","349.98000000000002","0","0","5120.9499999999998","7645.8900000000003","3499.8300000000004","0","0","15","0","0","T","20170225","Unable to find POS in dim.location1928"
"2017-02-25","1936","3368.6300000000001","16","409.99000000000001","1","3127.7399999999998","7","1741.2","2687.7600000000002","5","0","0","0","0","0","0","2877.7399999999998","4330","2413.9099999999999","249.99000000000001","0","9","1","0","T","20170225","Unable to find POS in dim.location1936"
"2017-02-25","1937","3816.6600000000008","26","504.97000000000003","3","2629.9499999999998","5","1500.03","2629.9499999999998","5","0","0","0","399.99000000000001","0","0","1728.8399999999999","4759.7600000000002","2979.8200000000002","0","0","16","0","0","T","20170225","Unable to find POS in dim.location1937"
"2017-02-25","2559","2273.9200000000001","7","0","0","2169.96","4","980","2169.96","4","0","0","0","0","0","0","0","2527.6999999999998","1118.95","0","0","4","0","0","T","20170225","Unable to find POS in dim.location2559"
"2017-02-25","3015","2391.6399999999999","11","0","0","1804.6099999999999","2","1078.23","1982.6099999999999","3","0","0","0","0","0","0","0","2418.3200000000002","639.06000000000006","0","0","5","0","0","T","20170225","Unable to find POS in dim.location3015"
"2017-02-25","3792","10555.380000000001","29","1162.97","3","9796.8600000000006","16","4771.3000000000002","9284.880000000001","14","0","0","0","551.63","0","0","3681.0100000000002","12352.219999999999","6786.8299999999999","391.63999999999999","0","15","4","0","T","20170225","Unable to find POS in dim.location3792"
"2017-02-25","4973","8529.8299999999999","16","193.97","3","8312.9099999999999","10","5792.9300000000003","8312.9099999999999","10","0","0","0","0","0","0","5152.21","9622.4400000000005","7791.8600000000006","0","0","13","0","0","T","20170225","Unable to find POS in dim.location4973"
"2017-02-25","5056","6543.2999999999993","17","296.98000000000002","2","4360.2699999999995","6","5138.1700000000001","4360.2699999999995","6","0","0","0","249.99000000000001","0","0","1092.27","7400.1199999999999","3254.3299999999999","0","0","9","0","0","T","20170225","Unable to find POS in dim.location5056"
"2017-02-25","5064","8508.0200000000004","27","226.99000000000001","1","8205.1599999999999","15","6342.9700000000003","8479.1599999999999","15","2542.52","5","0","0","0","0","5402.5600000000004","10063.57","6418.79","0","0","20","0","0","T","20170225","Unable to find POS in dim.location5064"
"2017-02-25","6901","13872.960000000001","33","1343.96","4","13227.76","11","9585.0499999999993","13227.76","11","0","0","0","145.99000000000001","0","0","17420.529999999999","17559.200000000001","11027.359999999999","0","0","26","0","0","T","20170225","Unable to find POS in dim.location6901"
"2017-02-25","9299","2997.3800000000001","17","291.98000000000002","2","2770.3800000000001","6","2396.3600000000001","2655.4499999999998","5","0","0","0","0","0","0","2758.1900000000001","3765.6100000000001","2020.4000000000001","0","0","14","0","0","T","20170225","Unable to find POS in dim.location9299"
"2017-02-25","9935","8231.5900000000001","27","700.96000000000004","4","7069.8900000000003","11","4320.1099999999997","7069.8900000000003","11","1373.6500000000001","4","0","0","0","0","1564.1500000000001","10180.950000000001","7441.7299999999996","89.879999999999995","0","24","1","0","T","20170225","Unable to find POS in dim.location9935"
"2017-02-25","9937","5262.9899999999989","16","-199.99000000000001","-1","3559.0899999999997","4","2700.8599999999997","3652.4499999999998","5","0","0","-33","189.99000000000001","0","0","2134.3299999999999","5748.6000000000004","2913.0400000000004","0","0","9","0","0","T","20170225","Unable to find POS in dim.location9937"
"2017-02-25","9958","6514.7099999999991","16","671.98000000000002","2","5877.8099999999995","8","3515.1100000000001","5287.9400000000005","6","0","0","0","456.98000000000002","0","0","943.61000000000001","8058","4396.7700000000004","0","0","11","0","0","T","20170225","Unable to find POS in dim.location9958"
"2017-02-26","1741","8735.7700000000004","19","839.97000000000003","3","8459.9099999999999","9","6490","8459.9099999999999","9","0","0","0","0","0","0","4138.2799999999997","8972.7299999999996","8677.8199999999997","0","0","16","0","0","T","20170226","Unable to find POS in dim.location1741"
"2017-02-26","1803","3443.9700000000003","5","0","0","3129.9700000000003","3","2840","3129.9700000000003","3","0","0","0","0","0","0","47.689999999999998","3179.96","3173.9799999999996","269.99000000000001","0","4","1","0","T","20170226","Unable to find POS in dim.location1803"
"2017-02-26","1928","5818.8600000000006","12","835.97000000000003","3","5636.2299999999996","6","2405","5636.2299999999996","6","1546.8499999999999","4","0","0","0","0","1586.8800000000001","7253.0299999999997","1447.9100000000001","0","0","8","0","0","T","20170226","Unable to find POS in dim.location1928"
"2017-02-26","1936","6668.8799999999992","15","0","0","6353.9999999999991","7","4876.9399999999996","6259.9499999999989","6","0","0","0","0","0","0","1337.49","7608.54","6413.8899999999994","0","0","9","0","0","T","20170226","Unable to find POS in dim.location1936"
"2017-02-26","1937","7822.7700000000004","19","0","0","6501.0100000000002","6","3472.0100000000002","6501.0100000000002","6","0","0","0","0","0","0","2241.77","8556.8999999999996","2253.8600000000001","0","0","12","0","0","T","20170226","Unable to find POS in dim.location1937"
"2017-02-26","2559","991.94000000000005","5","0","0","924.97000000000003","3","695","924.97000000000003","3","0","0","0","0","0","0","63.020000000000003","498.94999999999999","983.95000000000005","0","0","4","0","0","T","20170226","Unable to find POS in dim.location2559"
"2017-02-26","3792","8964.7399999999998","23","683.98000000000002","2","8024.8800000000001","12","4985","8024.8800000000001","12","0","0","0","0","0","0","2168.0599999999999","10986.41","8308.7600000000002","0","0","20","0","0","T","20170226","Unable to find POS in dim.location3792"
"2017-02-26","4973","1952","0","499.99000000000001","1","1952","0","1138","1952","0","0","0","0","0","0","0","2570.73","2570.73","1951.9999999999998","0","0","0","0","0","T","20170226","Unable to find POS in dim.location4973"
"2017-02-26","5056","3782.4400000000001","10","379.99000000000001","1","3637.5","5","2577.5","3637.5","5","0","0","0","0","0","0","1638.7","4510.5299999999997","3771.46","0","0","9","0","0","T","20170226","Unable to find POS in dim.location5056"
"2017-02-26","5064","6358.3199999999997","14","929.97000000000003","3","6236.4200000000001","8","4243.5","6236.4200000000001","8","1425.6800000000001","2","0","0","0","0","5838.8500000000004","8100.8800000000001","6093.4200000000001","0","0","8","0","0","T","20170226","Unable to find POS in dim.location5064"
"2017-02-26","6901","5480.1999999999998","14","79.989999999999995","1","5316.2699999999995","7","3352.6499999999996","5257.29","6","0","0","0","0","0","0","0","4350.8599999999997","3771.8200000000002","0","0","12","0","0","T","20170226","Unable to find POS in dim.location6901"
"2017-02-26","9299","6127.8400000000001","14","1191.95","5","5097.9399999999996","6","5372","5097.9399999999996","6","0","0","0","0","0","0","2914.9400000000001","7992.9399999999996","3078.9000000000001","0","0","7","0","0","T","20170226","Unable to find POS in dim.location9299"
"2017-02-26","9935","6215.3999999999996","18","530.98000000000002","2","5495.5400000000009","7","3384.3900000000003","5495.5400000000009","7","562.88","2","0","0","0","0","3732.3400000000001","7578.3400000000001","2548.8800000000001","0","0","10","0","0","T","20170226","Unable to find POS in dim.location9935"
"2017-02-26","9937","5192.1999999999998","15","39.990000000000002","1","5026.2799999999997","9","2761.3999999999996","5026.2799999999997","9","1440.25","4","0","0","0","0","3501.7600000000002","5851.5299999999997","3594.5299999999997","0","0","11","0","0","T","20170226","Unable to find POS in dim.location9937"
"2017-02-26","9958","8256.7199999999993","24","1167.96","4","7510.3999999999996","10","4947.9499999999998","7510.3999999999996","10","0","0","0","244.99000000000001","0","0","8554.3600000000006","10551.9","8159.7700000000004","0","0","21","0","0","T","20170226","Unable to find POS in dim.location9958"
"2017-02-27","1741","2019.9300000000001","5","509.98000000000002","2","1949.98","2","900","1949.98","2","1656.22","2","0","0","0","0","736.03999999999996","2908.0599999999999","2008.95","0","0","4","0","0","T","20170227","Unable to find POS in dim.location1741"
"2017-02-27","1803","719.94000000000005","6","0","0","249.99000000000001","1","350","0","0","0","0","0","0","0","0","379.25","509.25","369.97000000000003","0","0","3","0","0","T","20170227","Unable to find POS in dim.location1803"
"2017-02-27","1928","4687.6300000000001","15","199.99000000000001","1","4453.75","6","1341.1900000000001","4113.7600000000002","5","0","0","0","0","0","0","1925.8099999999999","4661.8100000000004","1797.9000000000001","0","0","8","0","0","T","20170227","Unable to find POS in dim.location1928"
"2017-02-27","1936","455.95000000000005","7","0","0","60.809999999999995","2","32.959999999999994","-57.149999999999999","0","0","0","0","0","0","0","-71.269999999999996","458.01999999999998","176.06999999999999","0","0","6","0","0","T","20170227","Unable to find POS in dim.location1936"
"2017-02-27","1937","4363.9299999999994","5","251.99000000000001","1","4379.9700000000012","3","2640","4379.9700000000012","3","0","0","0","0","0","0","-1354.1400000000001","5295.8400000000001","4115.0099999999993","0","0","0","0","0","T","20170227","Unable to find POS in dim.location1937"
"2017-02-27","2559","2868.9499999999998","5","0","0","2199.98","2","1050","2199.98","2","0","0","0","0","0","0","0","3034.8499999999999","2207.98","0","0","3","0","0","T","20170227","Unable to find POS in dim.location2559"
"2017-02-27","3792","4384.4399999999996","11","499.99000000000001","1","3820.1599999999999","5","2550.25","3820.1599999999999","5","0","0","0","0","0","0","3863.0799999999999","5209.8000000000002","3497.4099999999999","0","0","8","0","0","T","20170227","Unable to find POS in dim.location3792"
"2017-02-27","4973","6009.9200000000001","8","629.97000000000003","3","5959.9300000000003","7","2930","5959.9300000000003","7","0","0","0","0","0","0","814.77999999999997","5260.4899999999998","5959.9299999999994","0","0","7","0","0","T","20170227","Unable to find POS in dim.location4973"
"2017-02-27","5056","-605.01999999999998","0","0","0","-687","-1","-112.98999999999999","-687","-1","0","0","0","0","0","0","33.979999999999997","-119.73","-165","0","0","0","0","0","T","20170227","Unable to find POS in dim.location5056"
"2017-02-27","5064","7638.2399999999998","13","0","0","7430.1100000000006","7","5064.0799999999999","7430.1100000000006","7","0","0","0","0","0","0","5392.7299999999996","8556.0599999999995","147.16","0","0","4","0","0","T","20170227","Unable to find POS in dim.location5064"
"2017-02-27","6901","5907.9300000000003","11","142","0","5724.5299999999997","3","3845.9499999999998","5724.5299999999997","3","0","0","0","26.989999999999998","0","0","696.78999999999996","6701.1400000000003","2032.9499999999998","0","0","4","0","0","T","20170227","Unable to find POS in dim.location6901"
"2017-02-27","9299","2679.9699999999998","2","379.99000000000001","1","2687.9799999999996","2","1532","2687.9799999999996","2","0","0","0","0","0","0","3001.9200000000001","2981.27","2381","0","0","0","0","0","T","20170227","Unable to find POS in dim.location9299"
"2017-02-27","9333","7803.5900000000001","21","0","0","6073.6999999999998","10","8646.2000000000007","6073.6999999999998","10","0","0","0","477.95999999999998","0","0","0","0","0","0","0","0","0","0","T","20170227","Unable to find POS in dim.location9333"
"2017-02-27","9935","1598.9400000000001","5","314.98000000000002","2","1349.98","2","200","1349.98","2","0","0","0","179.99000000000001","0","0","0","2160.5700000000002","248.96000000000001","0","0","3","0","0","T","20170227","Unable to find POS in dim.location9935"
