Inactive,Close Date,Location Desc,Format,Ownership Type,Name (no hierarchy),POS Number,EIS Number,Region,District,District Manager Name,City,State/Province,Zip,Address 1,Address 2,Latitude,Longitude,Open Date,Change of Owner / Takeover Date,Franchisee / Dealer,Location Type,Issue Date,Expiration Date
No,,"HTS - Bozeman,MT",HTS,Owner,5941,3598,5941,9037,107,,Bozeman,MT,59718,2825 W Main Street,Unit 8H,45.674028,-111.077378,,3/30/2003,,Retail,,
No,,"HTS - Libby,MT",HTS,Owner,8062,3929,8062,9037,107,,Libby,MT,59923,520 Mineral Avenue,,48.390735,-115.55297,,5/1/2011,,Retail,,
No,,"HTS - Deer Park,WA",HTS,Owner,9272,9272,9272,9037,107,,Deer Park,WA,99006,603 S Fir Avenue,,47.948243,-117.480434,,,,Retail,,
No,,"HTS - Moscow,ID",HTS,Owner,8099,3954,8099,9037,108,,Moscow,ID,83843,1410 South Blaine,,46.721833,-116.982919,,7/24/2007,,Retail,,
No,,"HTS - Nampa,ID",HTS,Owner,3121,3121,3121,9037,108,,Nampa,ID,83651,3309 Caldwell Boulevard,,43.618476,-116.622939,,,,Retail,,
No,,"HTS - Pocatello,ID",HTS,Owner,3205,3205,3205,9037,108,,Pocatello,ID,83201,2215 Garrett Way,,42.881346,-112.465348,,,,Retail,,
No,,"HTS - Rexburg,ID",HTS,Owner,3290,3290,3290,9037,108,,Rexburg,ID,83440,664 North 2nd East,,43.839845,-111.777462,,4/3/2011,,Retail,,
No,,"HTS - Mountain Home,ID",HTS,Owner,3640,3640,3640,9037,108,,Mountain Home,ID,83647,1535 American Legion Boulevard,,43.133195,-115.680796,,4/30/2000,,Retail,,
No,,"HTS - Elko,NV",HTS,Owner,3989,3989,3989,9037,108,,Elko,NV,89801,2120 Idaho Street,,40.850111,-115.745789,,6/7/2018,,Retail,,
No,,"HTS - Riverton,WY",HTS,Owner,5406,3018,5406,9037,111,,Riverton,WY,82501,906 W Main St,,43.024617,-108.403246,,2/28/2016,,Retail,,
No,,"HTS - Price,UT",HTS,Owner,5475,3058,5475,9037,108,,Price,UT,84501,33 N Carbon Avenue,,39.598445,-110.811686,,1/11/2015,,Retail,,
No,,"HTS - Burley,ID",HTS,Owner,5558,3151,5558,9037,108,,Burley,ID,83318,2338 Overland Avenue,,42.523791,-113.793633,,,,Retail,,
No,,"HTS - Cody,WY",HTS,Owner,5819,3359,5819,9037,111,,Cody,WY,82414,762 Lindsay Lane,,44.519715,-109.073439,,,,Retail,,
No,,"HTS - Ontario,OR",HTS,Owner,5828,3379,5828,9037,108,,Ontario,OR,97914,2441 SW 4th Avenue,,44.02505,-116.99836,,10/10/2010,,Retail,,
No,,"HTS - Sheridan,WY",HTS,Owner,5844,3410,5844,9037,111,,Sheridan,WY,82801,1467 Coffeen Avenue,,44.781296,-106.942055,,,,Retail,,
No,,"HTS - Rock Springs,WY",HTS,Transition,5931,3578,5931,9037,111,,Rock Springs,WY,82901,63 Center Street,,41.588488,-109.224658,,7/9/2017,,Retail,,
No,7/16/2018,"HTS - TOOELE,UT",HTS,Owner,7408,7408,7408,9037,108,,TOOELE,UT,84074,34 S MAIN,,40.529904,-112.299215,,3/15/2015,,Retail,,
No,,"HTS - Payson,AZ",HTS,Owner,3017,3017,3017,9029,109,,Payson,AZ,85541,218 E. State Highway 260,,34.239472,-111.322502,,8/30/2015,,Retail,,
No,,"HTS - Show Low,AZ",HTS,Owner,5720,3238,5720,9029,109,,Show Low,AZ,85901,4551 S White Mountain Road,#3,34.208411,-110.021894,,3/2/2014,,Retail,,
No,,"HTS - Durango,CO",HTS,Owner,3208,3208,3208,9029,109,,Durango,CO,81301,800 South Camino Del Rio,,37.241918,-107.869433,,11/1/2015,,Retail,,
No,,"HTS - Pagosa Springs,CO",HTS,Owner,3900,3900,3900,9029,109,,Pagosa Springs,CO,81147,2800 Cornerstone Drive,Unit A1,37.269283,-107.009794,,,,Retail,,
No,,"HTS - Fountain Hills,AZ",HTS,Owner,1841,1841,1841,9029,109,,Fountain Hills,AZ,85268,13212 N Saguaro Boulevard,,33.606443,-111.714641,,11/1/2015,,Retail,,
No,,"HTS - Mesquite,NV",HTS,Owner,2178,2178,2178,9029,105,,Mesquite,NV,89027,62 W Mesquite Boulevard,,36.803639,-114.068995,,,,Retail,,
No,,"HTS - Cottonwood,AZ",HTS,Owner,3037,3037,3037,9029,109,,Cottonwood,AZ,86326,1329 E State Route 89A,,34.727281,-112.011253,,2/28/2010,,Retail,,
No,,"HTS - Silver City,NM",HTS,Owner,5795,3329,5795,9029,109,,Silver City,NM,88061,1310 Silver Heights Boulevard,,32.779183,-108.274865,,7/29/2001,,Retail,,
No,,"HTS - Cortez,CO",HTS,Owner,5957,3642,5957,9029,109,,Cortez,CO,81321,1 E Main Street,,37.348541,-108.585112,,12/18/2016,,Retail,,
No,,"HTS - Green Valley,AZ",HTS,Owner,5977,3656,5977,9029,109,,Green Valley,AZ,85614,115A W Esperanza Blvd,,31.868472,-110.992526,,11/25/2015,,Retail,,
No,,"HTS - Alamosa,CO",HTS,Owner,6670,3848,6670,9029,109,,Alamosa,CO,81101,239 Walker Road,,37.479326,-105.896755,,,,Retail,,
No,7/16/2018,"HTS - Nogales,AZ",HTS,Owner,6944,6944,6944,9037,109,,Nogales,AZ,85621,1213 Grand Avenue,,31.354721,-110.929401,,,,Retail,,
No,,"HTS - Hermiston,OR",HTS,Owner,3439,3439,3439,9037,110,,Hermiston,OR,97838,80487 North Highway 395,,45.868121,-119.291087,,,,Retail,,
No,,"HTS - Lewiston,ID",HTS,Transition,6989,6989,6989,9037,108,,Lewiston,ID,83501,1019 21st Street,,46.410474,-117.001114,,7/6/2017,,Retail,,
No,,"HTS - Colville,WA",HTS,Owner,3019,3019,3019,9037,107,,Colville,WA,99114,702 N Highway,,48.55078,-117.914115,,10/14/2016,,Retail,,
No,,"HTS - Cheney,WA",HTS,Owner,3448,3448,3448,9037,107,,Cheney,WA,99004,10 West First Street,,47.484253,-117.580238,,10/30/2011,,Retail,,
No,,"HTS - Omak,WA",HTS,Owner,3599,3599,3599,9037,107,,Omak,WA,98841,317 S Main Street,,48.406557,-119.527876,,11/22/2016,,Retail,,
No,,"HTS - Friday Harbor, WA",HTS,Owner,3753,3753,3753,9037,110,,Friday Harbor,WA,98250,535 Market Street Suite C,,48.529719,-123.02193,,,,Retail,,
No,,"HTS - Port Angeles,WA",HTS,Owner,3549,3549,3549,9037,110,,Port Angeles,WA,98362,520 South Lincoln Street,,48.114434,-123.435615,,5/1/2016,,Retail,,
No,,"HTS - Sequim,WA",HTS,Owner,8034,3919,8034,9037,110,,Sequim,WA,98382,232 Valley Center Place,,48.077691,-123.167727,,,,Retail,,
No,,"HTS - Marysville,WA",HTS,Owner,5888,3498,5888,9037,110,,Marysville,WA,98270,1340 State Avenue,,48.065998,-122.175362,,2/1/2004,,Retail,,
No,,"HTS - Moses Lake,WA",HTS,Owner,5924,3559,5924,9037,107,,Moses Lake,WA,98837,312 South Division Street,,47.129741,-119.277983,,5/29/2005,,Retail,,
No,,"HTS - Oak Harbor,WA",HTS,Owner,5937,3589,5937,9037,110,,Oak Harbor,WA,98277,230 SE Pioneer Way,,48.28772,-122.654848,,12/26/2016,,Retail,,
No,7/16/2018,"HTS - Rifle,CO",HTS,Owner,5538,3141,5538,9037,111,,Rifle,CO,81650,1733 Railroad Ave Unit A,,39.524052,-107.757829,,5/29/2016,,Retail,,
No,,"HTS - Kearney,NE",HTS,Owner,5921,3557,5921,9037,111,,Kearney,NE,68847,5011 2nd. Ave. Suite 1010,,40.724129,-99.079364,,8/18/2013,,Retail,,
No,7/16/2018,"HTS - Laramie,WY",HTS,Transition,1867,1867,1867,9037,111,,Laramie,WY,82072,158 N. 3rd Street,,41.313413,-105.593716,,7/17/2017,,Retail,,
No,,"HTS - La Junta,CO",HTS,Owner,3078,3078,3078,9029,397,,La Junta,CO,81050,310 Colorado,,37.985555,-103.543482,,7/27/2003,,Retail,,
No,,"HTS - Fort Morgan,CO",HTS,Owner,3500,3500,3500,9037,111,,Fort Morgan,CO,80701,17364 US Highway 34,Unit 101,40.253959,-103.821693,,4/6/2014,,Retail,,
No,,"HTS - Poncha Springs,CO",HTS,Transition,3590,3590,3590,9029,109,,Salida,CO,81201,1015 E. Hwy 50,,38.523841,-105.991065,,5/16/2017,,Retail,,
No,,"HTS - Montrose,CO",HTS,Owner,5575,3168,5575,9029,109,,Montrose,CO,81401,1445 Hawk Parkway,,38.449969,-107.867109,,1/4/2015,,Retail,,
No,,"HTS - Sterling,CO",HTS,Owner,5599,3188,5599,9037,111,,Sterling,CO,80751,100 Broadway St. Suite 5,,40.634538,-103.199836,,4/30/2006,,Retail,,
No,,"HTS - Steamboat Springs,CO",HTS,Owner,5692,3198,5692,9037,111,,Steamboat Springs,CO,80487,1755 Central Park Drive,,40.460562,-106.822101,,10/31/2010,,Retail,,
No,,"HTS - Canon City,CO",HTS,Owner,5712,3228,5712,9029,109,,Canon City,CO,81212,1700 Rainbow Drive,,38.447213,-105.222793,,1/17/2006,,Retail,,
No,,"HTS - Chadron,NE",HTS,Owner,5788,3324,5788,9037,111,,Chadron,NE,69337,302 E 2nd Street,,42.831026,-102.997408,,12/16/2013,,Retail,,
No,,"HTS - Spearfish,SD",HTS,Owner,5981,3662,5981,9037,111,,Spearfish,SD,57783,714 N. Main St.,,44.490415,-103.858632,,6/26/2007,,Retail,,
No,,"HTS - Trinidad,CO",HTS,Owner,6688,3858,6688,9029,397,,Trinidad,CO,81082,2128 Freedom Road,,37.188787,-104.495479,,10/28/2012,,Retail,,
No,,"HTS - GUNNISON,CO",HTS,Owner,7218,7218,7218,9029,109,,GUNNISON,CO,81230,151 W HWY 50,,38.543601,-106.939241,,10/5/2014,,Retail,,
No,,"HTS - Williston,ND",HTS,Owner,2569,2569,2569,9037,116,,Williston,ND,58801,2308 11th Avenue West,,48.165347,-103.638245,,8/3/2017,,Retail,,
No,,"HTS - Thief River Falls,MN",HTS,Owner,3291,3291,3291,9037,116,,Thief River Falls,MN,56701,303 Main Avenue North,,48.119328,-96.181845,,9/13/2015,,Retail,,
No,,"HTS - Detroit Lakes,MN",HTS,Owner,3370,3370,3370,9037,116,,Detroit Lakes,MN,56501,1315 Highway 10 West,,46.807238,-95.818595,,7/8/2007,,Retail,,
No,,"HTS - Devils Lake,ND",HTS,Owner,3481,3481,3481,9037,116,,Devils Lake,ND,58301,346 Highway 2 West,,48.106632,-98.870934,,10/4/2015,,Retail,,
No,7/16/2018,"HTS - Aberdeen,SD",HTS,Owner,3772,3772,3772,9039,116,,Aberdeen,SD,57401,3315 6th Avenue SE,,45.461529,-98.441154,,3/1/2015,,Retail,,
No,,"HTS - Alexandria,MN",HTS,Transition,5570,3162,5570,9037,116,,Alexandria,MN,56308,2819 Highway 29 South,,45.863688,-95.379884,,7/30/2017,,Retail,,
No,,"HTS - Grand Rapids,MN",HTS,Owner,5845,3411,5845,9037,116,,Grand Rapids,MN,55744,1239 S Pokegama Avenue,,47.218087,-93.531721,,9/5/2015,,Retail,,
No,,"HTS - Baxter,MN",HTS,Owner,5869,3441,5869,9037,116,,Brainerd,MN,56401,"302 5th st . NE,  Suite 3",,46.362279,-94.181688,,11/28/2004,,Retail,,
No,,"HTS - Fergus Falls,MN",HTS,Owner,5881,3471,5881,9037,116,,Fergus Falls,MN,56537,211 West Lincoln Avenue,,46.283232,-96.076724,,2/12/2012,,Retail,,
No,,"HTS - Little Falls,MN",HTS,Owner,5952,3631,5952,9037,116,,Little Falls,MN,56345,210 1st Streetreet South East,,45.975106,-94.363376,,11/14/2010,,Retail,,
No,,"HTS - International Falls,MN",HTS,Owner,5953,3632,5953,9037,116,,International Falls,MN,56649,500 3rd Streetreet West,,48.602971,-93.407073,,5/24/2007,,Retail,,
No,,"HTS - Wahpeton,ND",HTS,Owner,8165,3981,8165,9037,116,,Wahpeton,ND,58075,822 Dakota Avenue,,46.264655,-96.612241,,6/1/2014,,Retail,,
No,,"HTS - Lompoc,CA",HTS,Owner,5947,3618,5947,9037,217,,Lompoc,CA,93436,1009 North H Street,,34.654253,-120.459272,,8/3/2008,,Retail,,
No,,"HTS - Gilroy,CA",HTS,Owner,3178,3178,3178,9037,217,,Gilroy,CA,95020,8797 San Ysidro Ave,,37.014581,-121.588024,,5/1/2016,,Retail,,
No,,"HTS - Selma,CA",HTS,Owner,3354,3354,3354,9037,217,,Selma,CA,93662,2051 High Street,,36.569395,-119.613086,,,,Retail,,
No,,"HTS - Santa Paula,CA",HTS,Owner,3687,3687,3687,9037,217,,Santa Paula,CA,93060,105 Dean Drive,,34.349022,-119.076915,,,,Retail,,
No,,"HTS - Taft,CA",HTS,Owner,3999,3999,3999,9037,217,,Taft,CA,93268,220 Center Street,,35.140073,-119.455423,,11/27/2011,,Retail,,
No,,"HTS - Carson City,NV",HTS,Owner,5453,3031,5453,9037,217,,Carson City,NV,89706,3917 North Carson Street,,39.19379,-119.774186,,9/28/2009,,Retail,,
No,,"HTS - Manteca,CA",HTS,Owner,5535,3138,5535,9037,217,,Manteca,CA,95336,273 Spreckels Avenue,,37.794839,-121.199765,,2/21/2016,,Retail,,
No,,"HTS - Sonora,CA",HTS,Owner,5565,3159,5565,9037,217,,Sonora,CA,95370,14691 Mono Way,,37.976357,-120.323094,,5/19/2009,,Retail,,
No,,"HTS - Placerville,CA",HTS,Transition,5576,3169,5576,9037,217,,Placerville,CA,95667,384 Placerville Drive,,38.731331,-120.833114,,6/20/2017,,Retail,,
No,,"HTS - Jackson,CA",HTS,Owner,5698,3209,5698,9037,217,,Jackson,CA,95642,795 S State Highway 49,,38.340429,-120.765074,,5/4/2008,,Retail,,
No,,"HTS - Woodland,CA",HTS,Owner,5727,3249,5727,9037,217,,Woodland,CA,95695,375 W Main St. Suite C,,38.675965,-121.801891,,7/27/2003,,Retail,,
No,,"HTS - Porterville,CA",HTS,Owner,6402,3748,6402,9037,217,,Porterville,CA,93257,580 S Jaye Street,,36.055459,-119.025454,,3/30/2003,,Retail,,
No,,"HTS - River Falls,WI",HTS,Owner,3391,3391,3391,9037,221,,River Falls,WI,54022,1660 Commerce Court,,44.877933,-92.625793,,5/1/2016,,Retail,,
No,,"HTS - Rice Lake,WI",HTS,Owner,3731,3731,3731,9037,221,,Rice Lake,WI,54868,2800 College Drive,,45.474321,-91.744977,,5/1/2016,,Retail,,
No,,"HTS - Menomonie,WI",HTS,Owner,5595,3182,5595,9037,221,,Menomonie,WI,54751,2521 A Hils Court,,44.913879,-91.932161,,5/1/2016,,Retail,,
No,,"HTS - Chippewa Falls,WI",HTS,Owner,7074,7074,7074,9037,221,,Chippewa Falls,WI,54729,301 W. Prairie View Rd,,44.913632,-91.391875,,,,Retail,,
No,,"HTS - New Ulm,MN",HTS,Owner,3440,3440,3440,9037,221,,New Ulm,MN,56073,1605 S Broadway,,44.297066,-94.444148,,7/19/2015,,Retail,,
No,,"HTS - Willmar,MN",HTS,Owner,5516,3111,5516,9037,221,,Willmar,MN,56201,1605 First Street South,,45.107165,-95.039862,,4/23/2016,,Retail,,
No,,"HTS - Cambridge,MN",HTS,Owner,3453,3453,3453,9037,221,,Cambridge,MN,55008,1950 2nd Avenue SE,,45.571937,-93.200976,,10/4/2015,,Retail,,
No,,"HTS - Forest Lake,MN",HTS,Owner,3802,3802,3802,9037,221,,Forest Lake,MN,55025,24139 Greenway Road,,45.298468,-92.973456,,3/27/2016,,Retail,,
No,,"HTS - Marshall,MN",HTS,Owner,3530,3530,3530,9037,221,,Marshall,MN,56258,1000 E Southview Drive,,44.436681,-95.77708,,2/12/2017,,Retail,,
No,,"HTS - Litchfield,MN",HTS,Owner,3572,3572,3572,9037,221,,Litchfield,MN,55355,224 East Highway 12,,45.127722,-94.528104,,5/31/2015,,Retail,,
No,,"HTS - Austin,MN",HTS,Owner,3702,3702,3702,9037,221,,Austin,MN,55912,1300 18th Avenue NW,,43.685855,-92.99033,,4/25/2006,,Retail,,
No,,"HTS - Watertown,SD",HTS,Owner,5567,3160,5567,9037,221,,Watertown,SD,57201,1101 Jenson Avenue SE,,44.888852,-97.099185,,7/16/2017,,Retail,,
No,,"HTS - Hutchinson,MN",HTS,Owner,6414,3754,6414,9037,221,,Hutchinson,MN,55350,756 Century Avenue SW,,44.875003,-94.379064,,,,Retail,,
No,,"HTS - Beatrice,NE",HTS,Transition,5454,3032,5454,9037,120,,Beatrice,NE,68310,1200 North 6th Street,,40.278429,-96.746123,,7/30/2017,,Retail,,
No,,"HTS - Atlantic,IA",HTS,Owner,7902,7902,7902,9037,120,,Atlantic,IA,50022,1607 E 7th Street,,41.403332,-94.98969,,,,Retail,,
No,,"HTS - Clarinda,IA",HTS,Owner,1812,1812,1812,9037,120,,Clarinda,IA,51632,1000 South 8th Street,,40.728396,-95.026792,,,,Retail,,
No,,"HTS - Columbus,NE",HTS,Owner,3011,3011,3011,9037,120,,Columbus,NE,68601,4300 23rd Street,,41.439944,-97.379733,,6/30/2002,,Retail,,
No,,"HTS - Norfolk,NE",HTS,Owner,3734,3734,3734,9037,120,,Norfolk,NE,68701,2110 Market Lane,,42.023131,-97.438354,,11/18/2008,,Retail,,
No,,"HTS - McCook,NE",HTS,Owner,3901,3901,3901,9037,111,,McCook,NE,69001,206 Westview Plaza,Suite 126,40.201165,-100.646407,,8/29/2004,,Retail,,
No,,"HTS - Mitchell,SD",HTS,Owner,5548,3144,5548,9039,118,,Mitchell,SD,57301,1601 South Ohlman Street,,43.695962,-98.046786,,5/1/2016,,Retail,,
No,,"HTS - Yankton,SD",HTS,Owner,5752,3278,5752,9037,221,,Yankton,SD,57078,2901 Broadway,,42.905546,-97.398741,,5/3/2009,,Retail,,
No,,"HTS - Colby,KS",HTS,Owner,6527,3781,6527,9037,111,,Colby,KS,67701,1937 South Range Avenue,,39.368729,-101.051908,,6/11/2002,,Retail,,
No,,"HTS - North Platte,NE",HTS,Owner,6584,3821,6584,9037,111,,North Platte,NE,69101,601 E. Francis St Suite 2,,41.122569,-100.757937,,5/6/2007,,Retail,,
No,,"HTS - Bellevue,NE",HTS,Owner,7502,7502,7502,9037,120,,Bellevue,NE,68123,2440 Cornhusker Road,,41.159946,-95.947051,,11/22/2012,,Retail,,
No,,"HTS - Maryville,MO",HTS,Owner,7782,7782,7782,9037,120,,Maryville,MO,64468,1315 South Main Street,Suite A,40.332454,-94.873098,,7/31/2011,,Retail,,
No,,"HTS - Fremont,NE",HTS,Owner,8036,3920,8036,9037,120,,Fremont,NE,68025,1690 East 23rd Avenue North,,41.452823,-96.475348,,6/17/2008,,Retail,,
No,,"HTS - Marquette,MI",HTS,Owner,5728,3251,5728,9039,119,,Marquette,MI,49855,1495 O'Dovero Drive,,46.542355,-87.423884,,1/1/2017,,Retail,,
No,,"HTS - Waupaca,WI",HTS,Owner,3042,3042,3042,9042,119,,Waupaca,WI,54981,820 W Fulton Avenue,,44.358687,-89.100762,,8/30/2015,,Retail,,
No,,"HTS - Marinette,WI",HTS,Owner,3161,3161,3161,9042,119,,Marinette,WI,54143,1435 Cleveland Avenue,,45.084722,-87.625605,,10/2/2016,,Retail,,
No,,"HTS - Escanaba,MI",HTS,Owner,3231,3231,3231,9042,119,,Escanaba,MI,49829,322 North Lincoln Road,,45.748376,-87.079267,,8/28/2016,,Retail,,
No,,"HTS - Spooner,WI",HTS,Owner,3729,3729,3729,9037,116,,Spooner,WI,54801,316 Service Road,,45.822433,-91.884109,,,,Retail,,
No,,"HTS - Park Falls,WI",HTS,Owner,4853,4853,4853,9042,119,,Park Falls,WI,54552,125 2nd Avenue North,,45.935375,-90.44912,,,,Retail,,
No,,"HTS - Rhinelander,WI",HTS,Owner,5661,3191,5661,9042,119,,Rhinelander,WI,54501,908 Lincoln Street,,45.63254,-89.398612,,2/12/2017,,Retail,,
No,7/26/2018,"HTS - Kingsford,MI",HTS,Owner,5746,3271,5746,9039,119,,Iron Mountain,MI,49801,1066 South Stephenson Ave,,45.813016,-88.061408,,2/1/2009,,Retail,,
No,,"HTS - Houghton,MI",HTS,Owner,5771,3301,5771,9042,119,,Houghton,MI,49931,47420 State Highway M26,,47.102553,-88.594174,,2/12/2017,,Retail,,
No,,"HTS - Stevens Point,WI",HTS,Owner,5883,3475,5883,9042,119,,Stevens Point,WI,54467,3274 Church St,,44.45142,-89.522964,,10/4/2015,,Retail,,
No,,"HTS - Wisconsin Rapids,WI",HTS,Owner,5890,3501,5890,9042,119,,Wisconsin Rapids,WI,54494,910 Huntington Avenue,,44.371636,-89.815894,,5/2/2004,,Retail,,
No,,"HTS - Ashland,WI",HTS,Owner,6789,3891,6789,9042,119,,Ashland,WI,54806,811 3rd Street West,,46.586846,-90.891726,,5/2/2010,,Retail,,
No,,"HTS - Antigo,WI",HTS,Owner,8188,3993,8188,9042,119,,Antigo,WI,54409,445 State Highway 64,,45.160771,-89.146796,,7/3/2016,,Retail,,
No,,"HTS - Superior,WI",HTS,Owner,9490,9490,9490,9037,116,,Superior,WI,54880,69 North 28th Street,,46.707832,-92.073271,,,,Retail,,
No,,"HTS - Moline,IL",HTS,Owner,4092,4092,4092,9039,120,,Moline,IL,61265,4241 Avenue Of The Cities,,41.490566,-90.475764,,,,Retail,,
No,,"HTS - Clinton,IA",HTS,Owner,9632,9632,9632,9042,393,,Clinton,IA,52732,1815 Lincoln Way,,41.814776,-90.229255,,,,Retail,,
No,,"HTS - Oskaloosa,IA",HTS,Owner,3030,3030,3030,9042,216,,Oskaloosa,IA,52577,211 Highway 432,,41.297621,-92.667512,,12/9/2012,,Retail,,
No,,"HTS - Waukee,IA",HTS,Owner,4663,4663,4663,9037,120,,Waukee,IA,50263,300 West Hickman Road,,41.614428,-93.880863,,,,Retail,,
No,,"HTS - Fort Dodge,IA",HTS,Owner,1871,1871,1871,9037,120,,Fort Dodge,IA,50501,217 S. 25th Street,Suite A02,42.502514,-94.160702,,,,Retail,,
No,,"HTS - Mason City,IA",HTS,Owner,3284,3284,3284,9037,120,,Mason City,IA,50401,507 4th Street SW,,43.147963,-93.209526,,,,Retail,,
No,,"HTS - Fairfield,IA",HTS,Owner,4899,4899,4899,9042,216,,Fairfield,IA,52556,1301 W Burlington Avenue,,41.006956,-91.978583,,6/24/2016,,Retail,,
No,,"HTS - Dubuque,IA",HTS,Owner,5485,5485,5485,9042,393,,Dubuque,IA,52002,2535 NW Arterial Dr.,,42.518555,-90.740811,,,,Retail,,
No,,"HTS - Burlington,IA",HTS,Owner,5487,3067,5487,9042,216,,Burlington,IA,52601,2700 Mount Pleasant Street,,40.827788,-91.139767,,8/28/2016,,Retail,,
No,,"HTS - Carroll,IA",HTS,Owner,5693,3200,5693,9037,120,,Carroll,IA,51401,1108 Heires Avenue,,42.076938,-94.879305,,5/28/2017,,Retail,,
No,,"HTS - Marshalltown,IA",HTS,Owner,5742,3268,5742,9037,120,,Marshalltown,IA,50158,507 Iowa Avenue West,,42.007796,-92.921728,,8/26/2012,,Retail,,
No,,"HTS - Keokuk,IA",HTS,Owner,3502,3502,3502,9042,216,,Keokuk,IA,52632,3533 Main Street,,40.42331,-91.409702,,3/13/2016,,Retail,,
No,,"HTS - Fort Madison,IA",HTS,Owner,5511,3100,5511,9042,216,,Fort Madison,IA,52627,704 Avenue G,,40.630761,-91.309989,,7/16/2017,,Retail,,
No,,"HTS - Spencer,IA",HTS,Owner,6607,3831,6607,9037,120,,Spencer,IA,51301,915 13th Street SW,,43.125438,-95.158957,,,,Retail,,
No,,"HTS - Coldwater,MI",HTS,Owner,1870,1870,1870,9042,123,,Coldwater,MI,49036,352 S Willowbrook Road,,41.934356,-84.971825,,,,Retail,,
No,,"HTS - Angola,IN",HTS,Owner,6420,3760,6420,9042,123,,Angola,IN,46703,1221 North Wayne,,41.649878,-85.000273,,1/4/2004,,Retail,,
No,,"HTS - Columbia City,IN",HTS,Owner,1832,1832,1832,9042,124,,Columbia City,IN,46725,486 W Plaza Drive,,41.170525,-85.498405,,9/1/2013,,Retail,,
No,,"HTS - Goshen,IN",HTS,Owner,2780,2780,2780,9042,123,,Goshen,IN,46528,2014 Lincolnway East,Suite 2,41.561157,-85.793567,,10/6/2013,,Retail,,
No,9/10/2018,"HTS - Anderson,IN",HTS,Owner,2971,2971,2971,9039,124,,Anderson,IN,46012,2015 University Boulevard,,40.112904,-85.654732,,,,Retail,,
No,,"HTS - Plymouth,IN",HTS,Owner,3081,3081,3081,9042,124,,Plymouth,IN,46563,7627 Michigan Road,,41.367303,-86.311929,,1/2/2014,,Retail,,
No,,"HTS - Van Wert,OH",HTS,Owner,3204,3204,3204,9042,381,,Van Wert,OH,45891,745 Fox Road,,40.853,-84.597463,,10/28/2012,,Retail,,
No,,"HTS - Auburn,IN",HTS,Owner,3281,3281,3281,9039,124,,Auburn,IN,46706,1016 W 7th Street,,41.366233,-85.07273,,10/13/2013,,Retail,,
No,,"HTS - Warsaw,IN",HTS,Owner,3482,3482,3482,9042,124,,Warsaw,IN,46580,2816 Frontage Road,,41.236096,-85.818192,,4/6/2008,,Retail,,
No,,"HTS - Dowagiac,MI",HTS,Owner,3610,3610,3610,9042,123,,Dowagiac,MI,49047,56153 M51 South,,41.98155,-86.126658,,,,Retail,,
No,,"HTS - Kendallville,IN",HTS,Owner,5584,3172,5584,9042,123,,Kendallville,IN,46755,550 North Fairview Boulevard,,41.448227,-85.242631,,7/5/2015,,Retail,,
No,,"HTS - Knox,IN",HTS,Owner,5929,3571,5929,9042,124,,Knox,IN,46534,1704 S Heaton,,41.280011,-86.619915,,,,Retail,,
No,,"HTS - Greenville,OH",HTS,Owner,6475,3769,6475,9042,381,,Greenville,OH,45331,1220 Russ Road,,40.121971,-84.615353,,,,Retail,,
No,7/16/2018,"HTS - Fort Gratiot,MI",HTS,Owner,1835,1835,1835,9039,126,,Fort Gratiot,MI,48059,3842 Pine Grove,,43.025496,-82.461167,,,,Retail,,
No,,"HTS - Bryan,OH",HTS,Owner,3091,3091,3091,9042,381,,Bryan,OH,43506,1429 West High Street,,41.47402,-84.573446,,12/2/2012,,Retail,,
No,,"HTS - Lapeer,MI",HTS,Owner,3261,3261,3261,9042,126,,Lapeer,MI,48446,1356 Imlay City Rd.,,43.049073,-83.292973,,10/30/2016,,Retail,,
No,,"HTS - Tawas City,MI",HTS,Owner,3280,3280,3280,9042,126,,Tawas City,MI,48763,215 West Lake Street,,44.270506,-83.512885,,2/16/2014,,Retail,,
No,7/16/2018,"HTS - Waterford,MI",HTS,Owner,4789,4789,4789,9039,126,,Waterford,MI,48327,7374 Highland Road,,42.661813,-83.433608,,4/2/2017,,Retail,,
No,,"HTS - West Branch,MI",HTS,Owner,5536,3140,5536,9042,126,,West Branch,MI,48661,2711 I 75 Business Loop,,44.255666,-84.223018,,6/12/2016,,Retail,,
No,,"HTS - Howell,MI",HTS,Owner,5895,3522,5895,9042,126,,Howell,MI,48843,4193 East Grand River,,42.58654,-83.870647,,6/11/2017,,Retail,,
No,,"HTS - Caro,MI",HTS,Owner,5951,3630,5951,9042,126,,Caro,MI,48723,1152 Cleaver Road,,43.500363,-83.386708,,4/8/2007,,Retail,,
No,,"HTS - Bowling Green,OH",HTS,Owner,6574,3804,6574,9042,381,,Bowling Green,OH,43402,1234 N Main,,41.398612,-83.647517,,,,Retail,,
No,,"HTS - ADRIAN,MI",HTS,Owner,7315,7315,7315,9042,126,,ADRIAN,MI,49221,1424 S MAIN STREET,,41.87538,-84.044141,,,,Retail,,
No,,"HTS - Norwalk,OH",HTS,Owner,7482,7482,7482,9042,381,,Norwalk,OH,44857,60 E Main Street,,41.24291,-82.612891,,,,Retail,,
No,,"HTS - Fenton,MI",HTS,Owner,7671,7671,7671,9042,126,,Fenton,MI,48430,14283 Fenton Road,,42.820643,-83.706069,,,,Retail,,
