Location Store,Location,Format,Ownership Type,Name (no hierarchy),POS Number,EIS Number,Region,District,District Manager Name,City,State/Province,Zip,Address 1,Address 2,Latitude,Longitude,Open Date,Change of Owner / Takeover Date,Franchisee / Dealer,Location Type,Issue Date,Expiration Date
"Shelby, NC (4226)","Shelby, NC",HTS,Owner,4226,4226,4226,9040,369,,Shelby,NC,28152,1665 E. Dixon Boulevard,Suite 7,35.273295,-81.514298,,,,Retail,,
"Brevard, NC (5748)","Brevard, NC",HTS,Owner,5748,3274,5748,9040,369,,Brevard,NC,28712,352 North Broad Street,,35.23562,-82.731858,,7/19/2015,,Retail,,
"Murphy, NC (5848)","Murphy, NC",HTS,Owner,5848,3416,5848,9040,369,,Murphy,NC,28906,1262 Andrews Road,,35.107239,-84.009866,,,,Retail,,
"Danielsville, GA (7819)","Danielsville, GA",HTS,Owner,7819,7819,7819,9040,369,,Danielsville,GA,30633,535 General Daniels Ave N,,34.132006,-83.216834,,,,Retail,,
"Waynesville, NC (8164)","Waynesville, NC",HTS,Owner,8164,3979,8164,9040,369,,Waynesville,NC,28786,163 Waynesville Plaza,,35.501172,-82.984288,,7/17/2005,,Retail,,
"Morehead City, NC (4828)","Morehead City, NC",HTS,Owner,4828,4828,4828,9040,371,,Morehead City,NC,28557,5317 Highway 70 West,,34.740914,-76.818794,,,,Retail,,
"New Bern, NC (8010)","New Bern, NC",HTS,Owner,8010,3894,8010,9040,371,,New Bern,NC,28562,3138 Martin Luther King Jr Boulevard,Space 414,35.102709,-77.088081,,6/14/2009,,Retail,,
"Georgetown, SC (6540)","Georgetown, SC",HTS,Owner,6540,3785,6540,9040,375,,Georgetown,SC,29440,1249 N Fraser Street,,33.389864,-79.291143,,11/24/2013,,Retail,,
"Lugoff, SC (5945)","Lugoff, SC",HTS,Owner,5945,3615,5945,9040,371,,Lugoff,SC,29078,814 Hightway 1 South,,34.231069,-80.673846,,6/25/2017,,Retail,,
"Lexington, SC (7515)","Lexington, SC",HTS,Owner,7515,7515,7515,9040,371,,Lexington,SC,29072,523 Columbia Avenue,,33.989605,-81.237738,,1/25/2017,,Retail,,
"Lumberton, NC (5690)","Lumberton, NC",HTS,Owner,5690,3196,5690,9040,371,,Lumberton,NC,28358,4329 Fayetteville Road,,34.651922,-78.997855,,12/1/2013,,Retail,,
"Moncks Corner, SC (5695)","Moncks Corner, SC",HTS,Owner,5695,3202,5695,9040,375,,Moncks Corner,SC,29461,1013 Old Highway 52,,33.184221,-80.002507,,2/1/2013,,Retail,,
"Wallace, NC (5935)","Wallace, NC",HTS,Owner,5935,3585,5935,9040,371,,Wallace,NC,28466,1315 North Norwood Street,,34.749861,-77.998624,,11/13/2016,,Retail,,
"Shallotte, NC (6440)","Shallotte, NC",HTS,Owner,6440,3763,6440,9040,371,,Shallotte,NC,28470,5302 S Main Street,,33.962505,-78.401108,,4/25/2017,,Retail,,
"Walterboro, SC (6622)","Walterboro, SC",HTS,Owner,6622,3836,6622,9040,375,,Walterboro,SC,29488,377 Bells Highway,,32.913815,-80.673983,,6/19/2007,,Retail,,
"Lake City, SC (7301)","Lake City, SC",HTS,Owner,7301,3996,7301,9040,371,,Lake City,SC,29560,404 W Main Street,,33.87837,-79.767476,,3/16/2014,,Retail,,
"Fort Pierce, FL (1845)","Fort Pierce, FL",HTS,Owner,1845,1845,1845,9040,372,,Fort Pierce,FL,34982,3207 S US Highway 1,,27.407407,-80.327106,,4/7/2013,,Retail,,
"Okeechobee, FL (3629)","Okeechobee, FL",HTS,Owner,3629,3629,3629,9040,372,,Okeechobee,FL,34972,704 North Parrott Ave,,27.250405,-80.829541,,,,Retail,,
"Summerfield, FL (3150)","Summerfield, FL",HTS,Owner,3150,3150,3150,9040,372,,Summerfield,FL,34491,16750 South US Highway 441,,28.977656,-81.984076,,,,Retail,,
"New Smyrna Beach, FL (3745)","New Smyrna Beach, FL",HTS,Owner,3745,3745,3745,9040,372,,New Smyrna Beach,FL,32168,1441 South Dixie Freeway,,29.008041,-80.918186,,5/21/2017,,Retail,,
"Palatka, FL (5587)","Palatka, FL",HTS,Owner,5587,3175,5587,9040,372,,Palatka,FL,32177,904 S State Road 19,,29.639216,-81.677565,,4/24/2007,,Retail,,
"Palm Coast, FL (6502)","Palm Coast, FL",HTS,Owner,6502,3775,6502,9040,372,,Palm Coast,FL,32137,4888 W Palm Coast Parkway,,29.553821,-81.250192,,3/30/2003,,Retail,,
"DUNNELLON, FL (7378)","DUNNELLON, FL",HTS,Owner,7378,7378,7378,9040,372,,DUNNELLON,FL,34432,11223 N WILLIAMS ST STE M,,29.060324,-82.453536,,7/3/2011,,Retail,,
"Arcadia, FL (7825)","Arcadia, FL",HTS,Owner,7825,7825,7825,9040,372,,Arcadia,FL,34266,1094 South East Vermont Avenue,,27.208077,-81.841158,,6/30/2013,,Retail,,
"Englewood, FL (8155)","Englewood, FL",HTS,Owner,8155,3975,8155,9040,372,,Englewood,FL,34223,455 South Indiana Avenue,,26.954462,-82.351583,,9/27/2015,,Retail,,
"Labelle, FL (9485)","Labelle, FL",HTS,Owner,9485,9485,9485,9040,372,,Labelle,FL,33935,870 W Hickpochee Ave Suite 800,,26.759038,-81.452803,,,,Retail,,
"Clermont, FL (9916)","Clermont, FL",HTS,Owner,9916,9916,9916,9040,372,,Clermont,FL,34711,731 E Highway 50,,28.547289,-81.745453,,7/26/2017,,Retail,,
"Homosassa, FL (9961)","Homosassa, FL",HTS,Owner,9961,9961,9961,9040,372,,Homosassa,FL,34448,3936 South Suncoast Boulevard,,28.805222,-82.578494,,,,Retail,,
"Douglas, GA (3955)","Douglas, GA",HTS,Owner,3955,3955,3955,9040,375,,Douglas,GA,31533,516 South Peterson,,31.502636,-82.849961,,,,Retail,,
"Waycross, GA (4855)","Waycross, GA",HTS,Owner,4855,4855,4855,9040,375,,Waycross,GA,31503,2476 Memorial Drive,,31.194695,-82.322103,,,,Retail,,
"Fernandina Beach, FL (3215)","Fernandina Beach, FL",HTS,Owner,3215,3215,3215,9040,375,,Fernandina Beach,FL,32034,1116 S 14th Street,,30.655802,-81.453559,,3/24/2016,,Retail,,
"Fitzgerald, GA (3255)","Fitzgerald, GA",HTS,Owner,3255,3255,3255,9040,375,,Fitzgerald,GA,31750,215 South Grant Street,,31.712883,-83.253384,,3/13/2016,,Retail,,
"Jesup, GA (3305)","Jesup, GA",HTS,Owner,3305,3305,3305,9040,375,,Jesup,GA,31545,977 South 1st Street,,31.60294,-81.906842,,7/4/2010,,Retail,,
"Statesboro, GA (3385)","Statesboro, GA",HTS,Owner,3385,3385,3385,9040,375,,Statesboro,GA,30458,325 Northside Drive East,Suite 36,32.436542,-81.762846,,,,Retail,,
"Hilton Head, SC (3525)","Hilton Head, SC",HTS,Owner,3525,3525,3525,9040,375,,Hilton Head,SC,29926,1555 Fording Island Road,Suite F,32.237811,-80.80811,,6/28/2017,,Retail,,
"Saint Augustine, FL (5673)","Saint Augustine, FL",HTS,Owner,5673,3195,5673,9040,372,,Saint Augustine,FL,32086,2121 US 1 South,Space 10,29.859826,-81.325356,,9/28/2016,,Retail,,
"Saint Marys, GA (5821)","Saint Marys, GA",HTS,Owner,5821,3365,5821,9040,375,,Saint Marys,GA,31558,28 Hawthorn Lane,,30.77334,-81.618858,,4/17/2011,,Retail,,
"Vidalia, GA (3316)","Vidalia, GA",HTS,Owner,3316,3316,3316,9040,375,,Vidalia,GA,30474,203 Michael Collins Drive,Unit 1,32.204702,-82.372361,,3/3/2013,,Retail,,
"Swainsboro, GA (6213)","Swainsboro, GA",HTS,Owner,6213,3713,6213,9040,375,,Swainsboro,GA,30401,528 South Main Street,,32.582032,-82.319243,,10/30/2016,,Retail,,
"Starke, FL (7720)","Starke, FL",HTS,Owner,7720,7720,7720,9040,372,,Starke,FL,32091,411 W Madison Street,,29.944579,-82.113137,,,,Retail,,
"Cabot, AR (4142)","Cabot, AR",HTS,Owner,4142,4142,4142,9040,219,,Cabot,AR,72023,905 West Main Street,,34.974819,-92.024647,,,,Retail,,
"Clarksville, AR (5510)","Clarksville, AR",HTS,Owner,5510,3097,5510,9040,219,,Clarksville,AR,72830,605 West Main Street,,35.47089,-93.468354,,7/10/2011,,Retail,,
"Forrest City, AR (5519)","Forrest City, AR",HTS,Owner,5519,3117,5519,9040,219,,Forrest City,AR,72335,828 North Washington Street,,35.015828,-90.786866,,7/6/2008,,Retail,,
"West Memphis, AR (6504)","West Memphis, AR",HTS,Owner,6504,3777,6504,9040,212,,West Memphis,AR,72301,209 Shopping Way,,35.167191,-90.188785,,5/27/2012,,Retail,,
"Wynne, AR (6753)","Wynne, AR",HTS,Owner,6753,3880,6753,9040,219,,Wynne,AR,72396,702 Highway 64 E,,35.252867,-90.779864,,7/6/2008,,Retail,,
"Searcy, AR (7202)","Searcy, AR",HTS,Owner,7202,3187,7202,9040,219,,Searcy,AR,72143,2310 E Race Avenue,,35.250156,-91.709381,,10/9/2013,,Retail,,
"Mountain View, AR (2736)","Mountain View, AR",HTS,Owner,2736,2736,2736,9040,219,,Mountain View,AR,72560,107 Meadow View Drive,,35.856002,-92.087464,,,,Retail,,
"Heber Springs, AR (6740)","Heber Springs, AR",HTS,Owner,6740,3873,6740,9040,219,,Heber Springs,AR,72543,1010 Highway 25 B North,,35.459466,-92.045816,,10/30/2011,,Retail,,
"Clarksdale, MS (3357)","Clarksdale, MS",HTS,Owner,3357,3357,3357,9040,209,,Clarksdale,MS,38614,937 Commerce Plaza,,34.186961,-90.591695,,8/16/2015,,Retail,,
"Ash Flat, AR (3794)","Ash Flat, AR",HTS,Owner,3794,3794,3794,9040,219,,Ash Flat,AR,72513,475 Highway 62/412,,36.236157,-91.598905,,10/2/2005,,Retail,,
"Batesville, AR (5470)","Batesville, AR",HTS,Owner,5470,3057,5470,9040,219,,Batesville,AR,72501,2395 Harrison Street,,35.769987,-91.626491,,3/31/1996,,Retail,,
"West Helena, AR (8044)","West Helena, AR",HTS,Owner,8044,3926,8044,9040,209,,West Helena,AR,72390,1005 Highway #49 West,,34.553995,-90.662823,,2/1/2004,,Retail,,
"Waynesboro, MS (1827)","Waynesboro, MS",HTS,Owner,1827,1827,1827,9040,391,,Waynesboro,MS,39367,1108 A Mississippi Drive,,31.683595,-88.646028,,6/22/2010,,Retail,,
"Grenada, MS (3367)","Grenada, MS",HTS,Owner,3367,3367,3367,9040,209,,Grenada,MS,38901,2231 South Commerce St,,33.755902,-89.80813,,7/20/2014,,Retail,,
"Vicksburg, MS (3377)","Vicksburg, MS",HTS,Owner,3377,3377,3377,9040,211,,Vicksburg,MS,39180,2480 South Frontage Road,Suite 3001,32.326932,-90.861102,,11/17/2013,,Retail,,
"Byram, MS (4787)","Byram, MS",HTS,Owner,4787,4787,4787,9040,211,,Byram,MS,39272,5547 I-55 South,,32.189569,-90.255017,,6/2/2013,,Retail,,
"Cleveland, MS (5808)","Cleveland, MS",HTS,Owner,5808,3347,5808,9040,209,,Cleveland,MS,38732,522 Third Street,,33.751223,-90.713404,,5/20/2008,,Retail,,
"Philadelphia, MS (5944)","Philadelphia, MS",HTS,Owner,5944,3613,5944,9040,391,,Philadelphia,MS,39350,216 Line Avenue,,32.773404,-89.116003,,10/30/2011,,Retail,,
"Magee, MS (6175)","Magee, MS",HTS,Owner,6175,3706,6175,9040,211,,Magee,MS,39111,410 Pinola Drive SE,,31.863898,-89.728934,,11/29/2015,,Retail,,
"Greenwood, MS (6200)","Greenwood, MS",HTS,Owner,6200,3707,6200,9040,209,,Greenwood,MS,38930,717 West Park Avenue,,33.526912,-90.20025,,10/4/2009,,Retail,,
"Fayetteville, TN (6556)","Fayetteville, TN",HTS,Owner,6556,3795,6556,9040,212,,Fayetteville,TN,37334,1406 Huntsville Highway,,35.13015,-86.564385,,4/2/2014,,Retail,,
"Lawrenceburg, TN (7219)","Lawrenceburg, TN",HTS,Owner,7219,3723,7219,9040,212,,Lawrenceburg,TN,38464,1604 N Locust Avenue,,35.25941,-87.322858,,3/16/2014,,Retail,,
"Arab, AL (3648)","Arab, AL",HTS,Owner,3648,3648,3648,9040,395,,Arab,AL,35016,1004 N Brindlee Mountain Parkway,,34.332967,-86.502107,,1/24/2016,,Retail,,
"Moundville, AL (3726)","Moundville, AL",HTS,Owner,3726,3726,3726,9040,391,,Moundville,AL,35474,39609 Highway 69 S,,32.988282,-87.625289,,,,Retail,,
"Jasper, AL (3145)","Jasper, AL",HTS,Owner,3145,3145,3145,9040,384,,Jasper,AL,35501,724 Parkland S/C North,,33.849784,-87.283389,,3/1/2015,,Retail,,
"Cullman, AL (5491)","Cullman, AL",HTS,Owner,5491,3075,5491,9040,395,,Cullman,AL,35055,1906 Market Platz Center,,34.151469,-86.839397,,4/16/2017,,Retail,,
"Selma, AL (5517)","Selma, AL",HTS,Owner,5517,3115,5517,9040,391,,Selma,AL,36701,2908 Citizens Parkway,,32.44252,-87.018248,,,,Retail,,
"Clanton, AL (5970)","Clanton, AL",HTS,Owner,5970,3645,5970,9040,391,,Clanton,AL,35045,1605 7th Street N,,32.851945,-86.636001,,6/15/2008,,Retail,,
"Oneonta, AL (5973)","Oneonta, AL",HTS,Owner,5973,3646,5973,9040,395,,Oneonta,AL,35121,1908 2nd Avenue E,,33.967445,-86.455542,,3/2/2014,,Retail,,
"Thomasville, AL (3721)","Thomasville, AL",HTS,Owner,3721,3721,3721,9040,391,,Thomasville,AL,36784,33061 Highway 43 North,,31.922113,-87.741216,,3/2/2014,,Retail,,
"Jackson, AL (6684)","Jackson, AL",HTS,Owner,6684,3852,6684,9040,391,,Jackson,AL,36545,4435 N College Avenue,,31.560459,-87.87806,,4/6/2014,,Retail,,
"Dothan, AL (4242)","Dothan, AL",HTS,Owner,4242,4242,4242,9040,395,,Dothan,AL,36301,2701 W Main Street,Suite 1,31.227839,-85.429296,,,,Retail,,
"Eufaula, AL (7267)","Eufaula, AL",HTS,Owner,7267,3951,7267,9040,395,,Eufaula,AL,36027,1234 North Eufaula Avenue,,31.919272,-85.148464,,7/8/2007,,Retail,,
"Crestview, FL (7220)","Crestview, FL",HTS,Owner,7220,3725,7220,9040,391,,Crestview,FL,32539,1133 Industrial Drive Highway 85 N,,30.783714,-86.559104,,8/31/2014,,Retail,,
"Milton, FL (7709)","Milton, FL",HTS,Owner,7709,7709,7709,9040,391,,Milton,FL,32571,4563 Bell Lane,,30.60208,-87.111842,,10/4/2015,,Retail,,
"Daphne, AL (3346)","Daphne, AL",HTS,Owner,3346,3346,3346,9040,391,,Daphne,AL,36526,6845 Highway 90,Suite 101,30.655923,-87.904857,,7/31/2012,,Retail,,
"Monroeville, AL (3752)","Monroeville, AL",HTS,Owner,3752,3752,3752,9040,391,,Monroeville,AL,36460,918 S Alabama Avenue,,31.513812,-87.322148,,11/16/2014,,Retail,,
"Niceville, FL (5726)","Niceville, FL",HTS,Owner,5726,3245,5726,9040,391,,Niceville,FL,32578,792 East John Sims Parkway,,30.519172,-86.501763,,,,Retail,,
"Andalusia, AL (5513)","Andalusia, AL",HTS,Owner,5513,3105,5513,9040,391,,Andalusia,AL,36420,204 West Bypass,,31.312804,-86.500014,,1/25/2017,,Retail,,
"Foley, AL (7350)","Foley, AL",HTS,Owner,7350,5770,7350,9040,391,,Foley,AL,36535,3798 S McKenzie Street,,30.358908,-87.684003,,8/20/2017,,Retail,,
"Moultrie, GA (8042)","Moultrie, GA",HTS,Owner,8042,3925,8042,9040,375,,Moultrie,GA,31768,2417 S Main Street,,31.140453,-83.782823,,4/19/2017,,Retail,,
"Lynchburg, VA (6668)","Lynchburg, VA",HTS,Owner,6668,6668,6668,9040,394,,Lynchburg,VA,24502,6015 Fort Ave. Suite 28,,37.372649,-79.196572,,4/27/2017,,Retail,,
"Aberdeen, NC (3166)","Aberdeen, NC",HTS,Owner,3166,3166,3166,9040,371,,Aberdeen,NC,28315,1377 N Sandhills Boulevard,,35.151433,-79.420008,,4/3/2011,,Retail,,
"Center Conway, NH (5468)","Center Conway, NH",HTS,Owner,5468,3053,5468,9042,390,,Center Conway,NH,03813,529 Eastman Road,,44.006918,-71.089836,,,,Retail,,
"Sanford, NC (5696)","Sanford, NC",HTS,Owner,5696,3206,5696,9040,371,,Sanford,NC,27332,2534 Lee Avenue,,35.455391,-79.152747,,7/19/2005,,Retail,,
"Christiansburg, VA (1753)","Christiansburg, VA",HTS,Owner,1753,1753,1753,9042,129,,Christiansburg,VA,24073,3195 N Franklin Street,,37.173237,-80.41919,,,,Retail,,
"Henderson, NC (3156)","Henderson, NC",HTS,Owner,3156,3156,3156,9040,371,,Henderson,NC,27536,1535 Dabney Drive,,36.331842,-78.435893,,,,Retail,,
"Dunn, NC (3226)","Dunn, NC",HTS,Owner,3226,3226,3226,9040,371,,Dunn,NC,28334,1002 West Cumberland Street,,35.312967,-78.619294,,4/7/2013,,Retail,,
"Marion, NC (3426)","Marion, NC",HTS,Owner,3426,3426,3426,9040,369,,Marion,NC,28752,1155 N Main Street,,35.695441,-82.024926,,,,Retail,,
"South Hill, VA (3434)","South Hill, VA",HTS,Owner,3434,3434,3434,9040,371,,South Hill,VA,23970,1423 N Mecklenburg Avenue,,36.746685,-78.10903,,10/18/2014,,Retail,,
"Boone, NC (3875)","Boone, NC",HTS,Owner,3875,3875,3875,9040,394,,Boone,NC,28607,1180 Blowing Rock Road,E-6,36.201857,-81.66812,,4/4/2015,,Retail,,
"Louisburg, NC (5852)","Louisburg, NC",HTS,Owner,5852,3423,5852,9040,371,,Louisburg,NC,27549,326 South Bickett Boulevard,,36.090012,-78.301396,,9/28/2003,,Retail,,
"Hudson, NC (6845)","Hudson, NC",HTS,Owner,6845,6845,6845,9040,369,,Hudson,NC,28638,3351 Hickory Boulevard,,35.834851,-81.460741,,,,Retail,,
"Edenton, NC (6863)","Edenton, NC",HTS,Owner,6863,6863,6863,9040,363,,Edenton,NC,27932,211 S Broad Street,,36.059184,-76.608502,,7/19/2015,,Retail,,
"Spruce Pine, NC (8108)","Spruce Pine, NC",HTS,Owner,8108,3958,8108,9040,369,,Spruce Pine,NC,28777,11947 South Highway 226,,35.892371,-82.06575,,4/30/2017,,Retail,,
"Blakely, GA (3867)","Blakely, GA",HTS,Owner,3867,3867,3867,9040,395,,Blakely,GA,39823,11554 Columbia Street,,31.372066,-84.948108,,,,Retail,,
"Dublin, GA (3395)","Dublin, GA",HTS,Owner,3395,3395,3395,9040,395,,Dublin,GA,31021,921 Hillcrest Parkway,,32.547611,-82.932434,,2/16/2014,,Retail,,
"Roanoke, AL (5108)","Roanoke, AL",HTS,Owner,5108,5108,5108,9040,395,,Roanoke,AL,36274,3355 Highway 431,Suite 7,33.108946,-85.355096,,3/16/2014,,Retail,,
"Milledgeville, GA (5760)","Milledgeville, GA",HTS,Owner,5760,3295,5760,9040,395,,Milledgeville,GA,31061,1831 N Columbia Street,,33.103292,-83.248864,,4/21/2017,,Retail,,
"Greenwood, SC (5790)","Greenwood, SC",HTS,Owner,5790,3325,5790,9040,369,,Greenwood,SC,29649,1410 Montague Avenue Ext,,34.217791,-82.182752,,10/21/2008,,Retail,,
"Valley, AL (6133)","Valley, AL",HTS,Owner,6133,3695,6133,9040,395,,Valley,AL,36854,2918 20th Avenue,,32.845372,-85.181881,,5/18/2014,,Retail,,
"Sandersville, GA (6558)","Sandersville, GA",HTS,Owner,6558,3798,6558,9040,395,,Sandersville,GA,31082,306 Riddleville Road,,32.971021,-82.806627,,,,Retail,,
"Monroe, GA (6665)","Monroe, GA",HTS,Owner,6665,3845,6665,9040,369,,Monroe,GA,30655,500 Great Oaks Drive,,33.79113,-83.744293,,4/22/2016,,Retail,,
"Opelika, AL (6864)","Opelika, AL",HTS,Owner,6864,6864,6864,9040,395,,Opelika,AL,36801,3720 Pepperell Parkway,,32.634447,-85.433437,,,,Retail,,
"Macon, GA (6984)","Macon, GA",HTS,Owner,6984,6984,6984,9040,395,,Macon,GA,31206,4551 Billy Williamson Drive,,32.822059,-83.715336,,,,Retail,,
"Greenville, MI (3341)","Greenville, MI",HTS,Owner,3341,3341,3341,9042,123,,Greenville,MI,48838,301 S Maplewood Street,,43.178507,-85.277273,,10/18/2015,,Retail,,
"Alma, MI (5933)","Alma, MI",HTS,Owner,5933,3582,5933,9042,123,,Alma,MI,48801,1650 Wright Avenue,,43.394574,-84.665238,,5/31/2015,,Retail,,
"Petoskey, MI (3718)","Petoskey, MI",HTS,Owner,3718,3718,3718,9042,126,,Petoskey,MI,49770,1840 M 119,,45.396362,-84.90331,,2/15/2015,,Retail,,
"Manistee, MI (4702)","Manistee, MI",HTS,Owner,4702,3232,4702,9042,123,,Manistee,MI,49660,1672 US 31 South,,44.273641,-86.266946,,4/6/2014,,Retail,,
"Cheboygan, MI (2281)","Cheboygan, MI",HTS,Owner,2281,2281,2281,9042,126,,Cheboygan,MI,49721,700 S Main St,Suite 712,45.633798,-84.483701,,5/3/2015,,Retail,,
"Fremont, MI (3102)","Fremont, MI",HTS,Owner,3102,3102,3102,9042,123,,Fremont,MI,49412,7147 West 48th Street,,43.46779,-85.97763,,7/19/2015,,Retail,,
"Charlevoix, MI (3311)","Charlevoix, MI",HTS,Owner,3311,3311,3311,9042,126,,Charlevoix,MI,49720,6585 M 66 N,Suite B,45.298,-85.256365,,8/4/2013,,Retail,,
"Sault Ste Marie, MI (5591)","Sault Ste Marie, MI",HTS,Owner,5591,3180,5591,9042,126,,Sault Ste Marie,MI,49783,1140 West Three Mile Road,,46.463753,-84.38777,,1/27/2002,,Retail,,
"Cadillac, MI (5723)","Cadillac, MI",HTS,Owner,5723,3241,5723,9042,123,,Cadillac,MI,49601,1536 North Mitchell St,,44.251738,-85.401045,,10/1/2016,,Retail,,
"Mount Pleasant, MI (5903)","Mount Pleasant, MI",HTS,Company,5903,3540,5903,9042,123,,Mount Pleasant,MI,48858,1400 S Mission Street,,43.589032,-84.768519,,3/18/2008,,Retail,,
"Ionia, MI (6573)","Ionia, MI",HTS,Owner,6573,3801,6573,9042,123,,Ionia,MI,48846,205 South Dexter,,42.980793,-85.070758,,7/31/2016,,Retail,,
"Alpena, MI (6672)","Alpena, MI",HTS,Owner,6672,3850,6672,9042,126,,Alpena,MI,49707,2340 US 23 South,,45.041592,-83.460487,,9/24/2015,,Retail,,
"Lexington, KY (2582)","Lexington, KY",HTS,Owner,2582,2582,2582,9042,129,,Lexington,KY,40515,4228 Saron Drive,,37.966836,-84.500646,,,,Retail,,
"Danville, KY (5524)","Danville, KY",HTS,Owner,5524,3126,5524,9042,129,,Danville,KY,40422,804 South 4th Street,,37.632383,-84.774335,,10/29/1995,,Retail,,
"Middlesboro, KY (4139)","Middlesboro, KY",HTS,Owner,4139,4139,4139,9042,129,,Middlesboro,KY,40965,2801 US Highway 25E,Suite 400,36.64256,-83.702913,,,,Retail,,
"South Williamson, KY (5499)","South Williamson, KY",HTS,Owner,5499,3086,5499,9042,129,,South Williamson,KY,41503,275 Southside Mall Road,,37.651822,-82.271362,,10/6/2014,,Retail,,
"Somerset, KY (5534)","Somerset, KY",HTS,Owner,5534,3136,5534,9042,129,,Somerset,KY,42501,370 S Highway 27,#9,37.089776,-84.615491,,8/27/2000,,Retail,,
"Pikeville, KY (5550)","Pikeville, KY",HTS,Owner,5550,3146,5550,9042,129,,Pikeville,KY,41501,170 Town Mountain Road,,37.484493,-82.510801,,5/9/2014,,Retail,,
"Corbin, KY (6695)","Corbin, KY",HTS,Owner,6695,3864,6695,9042,129,,Corbin,KY,40701,1019 Cumberland Falls Highway Suite B102,,36.928469,-84.104445,,8/2/2015,,Retail,,
"Harlan, KY (5806)","Harlan, KY",HTS,Owner,5806,3343,5806,9042,129,,Harlan,KY,40831,168 Village Center Road,,36.814859,-83.317577,,10/26/2003,,Retail,,
"Monticello, KY (6741)","Monticello, KY",HTS,Owner,6741,3874,6741,9042,129,,Monticello,KY,42633,1520 N Main Street,,36.84689,-84.834211,,7/31/2016,,Retail,,
"Tazewell, TN (7467)","Tazewell, TN",HTS,Owner,7467,7467,7467,9042,129,,Tazewell,TN,37879,1444 N Broad Street,,36.448648,-83.574753,,4/16/2017,,Retail,,
"Paintsville, KY (8068)","Paintsville, KY",HTS,Owner,8068,3933,8068,9042,129,,Paintsville,KY,41240,624 Jefferson Avenue,,37.809559,-82.800876,,,,Retail,,
"Malden, MO (3012)","Malden, MO",HTS,Owner,3012,3012,3012,9042,207,,Malden,MO,63863,1206 N Douglass Street,,36.574133,-89.970116,,1/20/2009,,Retail,,
"Poplar Bluff, MO (3312)","Poplar Bluff, MO",HTS,Owner,3312,3312,3312,9042,207,,Poplar Bluff,MO,63901,720 S Westwood Boulevard,,36.751979,-90.408618,,12/29/1996,,Retail,,
"Harrisburg, IL (3681)","Harrisburg, IL",HTS,Owner,3681,3681,3681,9042,207,,Harrisburg,IL,62946,601 N Commercial,,37.744832,-88.526534,,,,Retail,,
"Kennett, MO (3950)","Kennett, MO",HTS,Owner,3950,3950,3950,9042,207,,Kennett,MO,63857,624 Independence,,36.243072,-90.033116,,5/15/2016,,Retail,,
"Blytheville, AR (5691)","Blytheville, AR",HTS,Owner,5691,3197,5691,9042,207,,Blytheville,AR,72315,302 North 6th Street,,35.930051,-89.909542,,10/5/2014,,Retail,,
"Carmi, IL (5777)","Carmi, IL",HTS,Owner,5777,3310,5777,9042,207,,Carmi,IL,62821,1704 W Main Street,,38.077107,-88.186854,,7/1/2012,,Retail,,
"Covington, TN (5917)","Covington, TN",HTS,Owner,5917,3547,5917,9040,212,,Covington,TN,38019,715 North Main Street,,35.571936,-89.646517,,3/12/2017,,Retail,,
"Madisonville, KY (5918)","Madisonville, KY",HTS,Owner,5918,3555,5918,9042,207,,Madisonville,KY,42431,110 Madison Square Drive,,37.323723,-87.478265,,2/8/2011,,Retail,,
"Paragould, AR (3157)","Paragould, AR",HTS,Owner,3157,3157,3157,9042,207,,Paragould,AR,72450,1721 Paragould Plaza,,36.0557,-90.507413,,12/29/2013,,Retail,,
"Pocahontas, AR (6208)","Pocahontas, AR",HTS,Owner,6208,3709,6208,9042,207,,Pocahontas,AR,72455,2607 Highway 67 South,,36.240236,-90.960338,,4/30/2017,,Retail,,
"Perryville, MO (7226)","Perryville, MO",HTS,Owner,7226,3851,7226,9042,207,,Perryville,MO,63775,206 N Progress Drive,Suite 3001,37.729832,-89.885946,,9/29/2002,,Retail,,
"Rolla, MO (3382)","Rolla, MO",HTS,Owner,3382,3382,3382,9042,216,,Rolla,MO,65401,552 Kent Lane,Suite A,37.927337,-91.780106,,2/15/2015,,Retail,,
"Salem, MO (3552)","Salem, MO",HTS,Owner,3552,3552,3552,9042,216,,Salem,MO,65560,1101 E Scenic Rivers Boulevard,,37.634525,-91.52353,,7/3/2011,,Retail,,
"Jerseyville, IL (2572)","Jerseyville, IL",HTS,Owner,2572,2572,2572,9042,216,,Jerseyville,IL,62052,1679 S State Street,,39.08796,-90.300878,,,,Retail,,
"Farmington, MO (3362)","Farmington, MO",HTS,Owner,3362,3362,3362,9042,216,,Farmington,MO,63640,606 Walmart Drive,,37.788636,-90.432324,,10/5/2014,,Retail,,
"Jacksonville, IL (3591)","Jacksonville, IL",HTS,Owner,3591,3591,3591,9042,216,,Jacksonville,IL,62650,901 W Morton Avenue,,39.722452,-90.242862,,,,Retail,,
"Washington, MO (5825)","Washington, MO",HTS,Owner,5825,3372,5825,9042,216,,Washington,MO,63090,1048 Washington Square,,38.536331,-91.003631,,3/22/2015,,Retail,,
"Saint Robert, MO (5833)","Saint Robert, MO",HTS,Owner,5833,3392,5833,9042,216,,Saint Robert,MO,65584,713 Missouri Avenue,,37.805815,-92.144934,,2/25/2001,,Retail,,
