Location Store,Location,Format,Ownership Type,Name (no hierarchy),POS Number,EIS Number,Region,District,District Manager Name,City,State/Province,Zip,Address 1,Address 2,Latitude,Longitude,Open Date,Change of Owner / Takeover Date,Franchisee / Dealer,Location Type,Issue Date,Expiration Date
"Portage, IN (4790)","Portage, IN",OUT,Company,4790,4790,4790,9034,946,,Portage,IN,46368,6169 US Route 6,,41.547977,-87.176307,,1/31/2016,,Retail,,
"Mchenry, IL (5207)","Mchenry, IL",OUT,Company,5207,5207,5207,9034,946,,Mchenry,IL,60050,1750 N Richmond Road,,42.351797,-88.265417,,,,Retail,,
"Streamwood, IL (5292)","Streamwood, IL",OUT,Company,5292,5292,5292,9034,946,,Streamwood,IL,60107,1040 S Barrington Road,,42.011503,-88.14705,,,,Retail,,
"Melrose Park, IL (5640)","Melrose Park, IL",OUT,Company,5640,5640,5640,9034,946,,Melrose Park,IL,60160,2065 George Street,,41.911505,-87.847224,,,,Retail,,
"Cudahy, WI (7562)","Cudahy, WI",OUT,Company,7562,7562,7562,9034,946,,Cudahy,WI,53110,6045 S Packard Avenue,,42.93459,-87.862552,,,,Retail,,
"Bridgeview, IL (7590)","Bridgeview, IL",OUT,Company,7590,7590,7590,9034,946,,Bridgeview,IL,60455,7333 West 79th Street,,41.74699,-87.802837,,,,Retail,,
"Naperville, IL (9670)","Naperville, IL",OUT,Company,9670,9670,9670,9034,946,,Naperville,IL,60540,540 S Highway 59,,41.759487,-88.201921,,,,Retail,,
"Tinley Park, IL (9756)","Tinley Park, IL",OUT,Company,9756,9756,9756,9034,946,,Tinley Park,IL,60477,16040 S Harlem Avenue,,41.600189,-87.796496,,7/2/2017,,Retail,,
"McAllen, TX (1916)","McAllen, TX",OUT,Company,1916,1916,1916,9034,947,,McAllen,TX,78503,700 E Expy 83,,26.185962,-98.213866,,,,Retail,,
"Kansas City, MO (4001)","Kansas City, MO",OUT,Company,4001,4001,4001,9034,947,,Kansas City,MO,64120,3632 E Front Street,,39.132348,-94.537382,,6/11/2017,,Retail,,
"Lake Charles, LA (4012)","Lake Charles, LA",OUT,Company,4012,4012,4012,9034,947,,Lake Charles,LA,70601,3230 Gerstner Memorial Drive,,30.199801,-93.182127,,,,Retail,,
"San Antonio, TX (7487)","San Antonio, TX",OUT,Company,7487,7487,7487,9034,947,,San Antonio,TX,78238,6157 NW Loop 410,,29.472341,-98.616105,,,,Retail,,
"Lenexa, KS (9112)","Lenexa, KS",OUT,Company,9112,9112,9112,9034,947,,Lenexa,KS,66219,8540 Mauer Road,,38.973176,-94.772962,,6/11/2017,,Retail,,
"Wichita, KS (9881)","Wichita, KS",OUT,Company,9881,9881,9881,9034,947,,Wichita,KS,67226,3535 N Rock Road,,37.747427,-97.247226,,,,Retail,,
"San Antonio, TX (9897)","San Antonio, TX",OUT,Company,9897,9897,9897,9034,947,,San Antonio,TX,78209,820 Rector Drive East,Suite 120,29.515892,-98.480227,,,,Retail,,
"Webster, TX (4068)","Webster, TX",OUT,Franchise,4068,4068,4068,9034,947,,Webster,TX,77598,20750 Gulf Freeway,,29.524311,-95.130563,,,,Retail,,
"Spring, TX (7818)","Spring, TX",OUT,Franchise,7818,7818,7818,9034,947,,Spring,TX,77373,19750 IH-45 N,,30.050929,-95.428062,,1/21/2013,,Retail,,
"Houston, TX (8234)","Houston, TX",OUT,Franchise,8234,4057,8234,9034,947,,Houston,TX,77023,5901 Griggs Road,Suite A,29.698773,-95.325252,,2/24/2013,,Retail,,
"West Houston, TX (9411)","West Houston, TX",OUT,Franchise,9411,9411,9411,9034,947,,West Houston,TX,77077,11687 Westheimer Road,,29.734451,-95.583607,,2/3/2013,,Retail,,
"Portage, MI (4032)","Portage, MI",OUT,Company,4032,4032,4032,9034,949,,Portage,MI,49024,669 Mall Drive,,42.223612,-85.596315,,,,Retail,,
"Lansing, MI (4073)","Lansing, MI",OUT,Company,4073,4073,4073,9034,949,,Lansing,MI,48917,810 S Waverly Road,,42.725327,-84.605361,,,,Retail,,
"Holland, OH (4076)","Holland, OH",OUT,Company,4076,4076,4076,9034,949,,Holland,OH,43528,6645 Airport Highway,,41.61154,-83.700448,,,,Retail,,
"Fenton, MO (4619)","Fenton, MO",OUT,Company,4619,4619,4619,9034,949,,Fenton,MO,63026,639 Gravois Bluff Boulevard,,38.507955,-90.435452,,6/11/2017,,Retail,,
"Reynoldsburg, OH (5060)","Reynoldsburg, OH",OUT,Company,5060,5060,5060,9034,949,,Reynoldsburg,OH,43068,2885 Gender Road,,39.922134,-82.829458,,,,Retail,,
"Livonia, MI (5230)","Livonia, MI",OUT,Company,5230,5230,5230,9034,949,,Livonia,MI,48150,12001 Sears Street,,42.374399,-83.347206,,,,Retail,,
"Kettering, OH (5233)","Kettering, OH",OUT,Company,5233,5233,5233,9034,949,,Kettering,OH,45420,2000 E. Dorothy Lane,,39.701356,-84.127037,,,,Retail,,
"FAIRVIEW HEIGHTS, IL (7322)","FAIRVIEW HEIGHTS, IL",OUT,Company,7322,7322,7322,9034,949,,FAIRVIEW HEIGHTS,IL,62208,55 LUDWIG DR SPACE 55,,38.602455,-89.989677,,,,Retail,,
"Taylor, MI (7561)","Taylor, MI",OUT,Franchise,7561,7561,7561,9034,949,,Taylor,MI,48180,9860 Telegraph Road,,42.234322,-83.271441,,4/5/2015,,Retail,,
"Cincinnati, OH (7601)","Cincinnati, OH",OUT,Company,7601,7601,7601,9034,949,,Cincinnati,OH,45251,10200 Colerain Avenue,Suite 11,39.261293,-84.600386,,,,Retail,,
"Florence, KY (7611)","Florence, KY",OUT,Company,7611,7611,7611,9034,949,,Florence,KY,41042,51 Spiral Drive,,39.012342,-84.641579,,,,Retail,,
"Speedway, IN (8279)","Speedway, IN",OUT,Company,8279,4100,8279,9034,949,,Speedway,IN,46224,6022 Crawfordsville Road,,39.800505,-86.265745,,,,Retail,,
"Novi, MI (9062)","Novi, MI",OUT,Company,9062,9062,9062,9034,949,,Novi,MI,48377,44075 W 12 Mile Road,,42.495213,-83.485779,,,,Retail,,
"Huber Heights, OH (9603)","Huber Heights, OH",OUT,Company,9603,9603,9603,9034,949,,Huber Heights,OH,45424,8284 Troy Pike,,39.875896,-84.134572,,,,Retail,,
"Rancho Cordova, CA (4618)","Rancho Cordova, CA",OUT,Company,4618,4618,4618,9034,950,,Rancho Cordova,CA,95670,10379 Folsom Boulevard,,38.588593,-121.304166,,12/13/2015,,Retail,,
"Modesto, CA (4684)","Modesto, CA",OUT,Company,4684,4684,4684,9034,950,,Modesto,CA,95350,1800 Prescott Road,Suite J,37.672237,-121.030796,,,,Retail,,
"Milpitas, CA (4697)","Milpitas, CA",OUT,Company,4697,4697,4697,9034,950,,Milpitas,CA,95035,870 Great Mall Drive,,37.41666,-121.89654,,12/13/2015,,Retail,,
"Las Vegas, NV (4989)","Las Vegas, NV",OUT,Company,4989,4989,4989,9034,950,,Las Vegas,NV,89130,4854 West Lone Mountain Road,,36.24818,-115.208701,,,,Retail,,
"San Leandro, CA (8346)","San Leandro, CA",OUT,Company,8346,4158,8346,9034,950,,San Leandro,CA,94577,1936 W Avenue 140th,,37.69959,-122.167342,,12/13/2015,,Retail,,
"Fresno, CA (9059)","Fresno, CA",OUT,Company,9059,9059,9059,9034,950,,Fresno,CA,93722,4150 Shaw Avenue,,36.809083,-119.866322,,,,Retail,,
"Sacramento, CA (9229)","Sacramento, CA",OUT,Company,9229,9229,9229,9034,950,,Sacramento,CA,95815,1200 Blumenfeld Drive,Suite C,38.602887,-121.439095,,12/13/2015,,Retail,,
"Sparks, NV (9486)","Sparks, NV",OUT,Company,9486,9486,9486,9034,950,,Sparks,NV,89431,350 Glendale Avenue,Suite 100,39.528139,-119.747546,,,,Retail,,
"Hayward, CA (9497)","Hayward, CA",OUT,Company,9497,9497,9497,9034,950,,Hayward,CA,94545,680 W Winton Avenue,,37.654552,-122.102466,,12/13/2015,,Retail,,
"Henderson, NV (9849)","Henderson, NV",OUT,Company,9849,9849,9849,9034,950,,Henderson,NV,89014-6611,1437 W Sunset Rd,,35.999979,-115.108701,,,,Retail,,
"Amarillo, TX (4025)","Amarillo, TX",OUT,Company,4025,4025,4025,9034,951,,Amarillo,TX,79121,7302 SW 34th Avenue,,35.177563,-101.921181,,,,Retail,,
"Grapevine, TX (4486)","Grapevine, TX",OUT,Franchise,4486,4486,4486,9034,951,,Grapevine,TX,76051,3000 Grapevine Mills Parkway,Suite 117,32.966161,-97.042503,,12/15/2013,,Retail,,
"Carrollton, TX (4617)","Carrollton, TX",OUT,Franchise,4617,4617,4617,9034,951,,Carrollton,TX,75006,1215 Marsh Lane,Suite 180,32.956253,-96.8566,,1/26/2014,,Retail,,
"Mesquite, TX (4650)","Mesquite, TX",OUT,Franchise,4650,4650,4650,9034,951,,Mesquite,TX,75150,1418 N Town East Boulevard,Suite 100,32.80972,-96.619066,,1/26/2014,,Retail,,
"Dallas, TX (4831)","Dallas, TX",OUT,Franchise,4831,4831,4831,9034,951,,Dallas,TX,75240,14060 Dallas Parkway,,32.938679,-96.820695,,,,Retail,,
"Arlington, TX (7631)","Arlington, TX",OUT,Franchise,7631,7631,7631,9034,951,,Arlington,TX,76016,401 Southwest Plaza,Suite 105,32.676717,-97.200127,,12/15/2013,,Retail,,
"Fort Worth, TX (7920)","Fort Worth, TX",OUT,Franchise,7920,7920,7920,9034,951,,Fort Worth,TX,76116,1265 Town Square Drive,,32.74726,-97.433571,,12/15/2013,,Retail,,
"Austin, TX (9284)","Austin, TX",OUT,Company,9284,9284,9284,9034,951,,Austin,TX,78750,13435 Highway 183 N,183 N,30.447005,-97.788702,,3/6/2016,,Retail,,
"Allen, TX (9796)","Allen, TX",OUT,Franchise,9796,9796,9796,9034,951,,Allen,TX,75002,109 N Greenville Avenue,,33.10256,-96.662453,,1/26/2014,,Retail,,
"Tempe, AZ (4598)","Tempe, AZ",OUT,Franchise,4598,4598,4598,9034,951,,Tempe,AZ,85282,5000 S. Arizona Mills Circle,Suite 625,33.383147,-111.964725,,11/17/2013,,Retail,,
"Phoenix, AZ (4666)","Phoenix, AZ",OUT,Franchise,4666,4666,4666,9034,951,,Phoenix,AZ,85022,16809 N. 9th Street,,33.639017,-112.060779,,,,Retail,,
"Glendale, AZ (4962)","Glendale, AZ",OUT,Franchise,4962,4962,4962,9034,951,,Glendale,AZ,85302,5734 W Peoria Avenue,,33.583144,-112.183298,,6/1/2014,,Retail,,
"GILBERT, AZ (7349)","GILBERT, AZ",OUT,Franchise,7349,7349,7349,9034,951,,GILBERT,AZ,85234,857 N VAL VISTA DR STE101,,33.366419,-111.75518,,11/17/2013,,Retail,,
"Bridgeville, PA (4333)","Bridgeville, PA",OUT,Company,4333,4333,4333,9034,954,,Bridgeville,PA,15017,1051 Washington Pike,,40.367479,-80.107684,,,,Retail,,
"Prince William, VA (4599)","Prince William, VA",OUT,Company,4599,4599,4599,9034,954,,Prince William,VA,22192,2700 Potomac Mills Circle,Suite 707,38.644455,-77.297859,,,,Retail,,
"Philadelphia, PA (4621)","Philadelphia, PA",OUT,Company,4621,4621,4621,9034,954,,Philadelphia,PA,19154,1357 Franklin Mills Circle,,40.08562,-74.963753,,,,Retail,,
"Pittsburgh, PA (4689)","Pittsburgh, PA",OUT,Company,4689,4121,4689,9034,954,,Pittsburgh,PA,15201,27 51st Street,,40.479383,-79.959406,,,,Retail,,
"Newark, DE (4952)","Newark, DE",OUT,Company,4952,4952,4952,9034,954,,Newark,DE,19702,49 University Plaza,,39.666439,-75.670501,,,,Retail,,
"Richmond, VA (4994)","Richmond, VA",OUT,Company,4994,4994,4994,9034,954,,Richmond,VA,23230,4100 Tomlynn Street,Suite A,37.577066,-77.479384,,,,Retail,,
"WILLOUGHBY, OH (7440)","WILLOUGHBY, OH",OUT,Company,7440,7440,7440,9034,954,,WILLOUGHBY,OH,44094,35101 EUCLID AVE STE 18,,41.626226,-81.437588,,,,Retail,,
"North Olmsted, OH (7450)","North Olmsted, OH",OUT,Company,7450,7450,7450,9034,954,,North Olmsted,OH,44070,26662 BROOKPARK RD EXTENS,,41.419719,,,,,Retail,,
"Chesapeake, VA (7593)","Chesapeake, VA",OUT,Company,7593,7593,7593,9034,954,,Chesapeake,VA,23320,2005 South Military Highway,,36.78556,-76.258256,,,,Retail,,
"Timonium, MD (8482)","Timonium, MD",OUT,Company,8482,4330,8482,9034,954,,Timonium,MD,21093,1910 York Road,,39.434352,-76.624434,,,,Retail,,
"Norristown, PA (9114)","Norristown, PA",OUT,Company,9114,9114,9114,9034,954,,Norristown,PA,19401,2811 Dekalb Pike,,40.141385,-75.314863,,,,Retail,,
"Wheaton, MD (9282)","Wheaton, MD",OUT,Company,9282,9282,9282,9034,954,,Wheaton,MD,20902,11060 Veirs Mills Road,,39.037241,-77.051595,,,,Retail,,
"Baltimore, MD (9944)","Baltimore, MD",OUT,Company,9944,9944,9944,9034,954,,Baltimore,MD,21236,8200 Belair Road,,39.380201,-76.504039,,,,Retail,,
"Tacoma, WA (4119)","Tacoma, WA",OUT,Company,4119,4119,4119,9034,956,,Tacoma,WA,98406,5401 6th Avenue,Suite 515,47.256437,-122.508885,,6/11/2017,,Retail,,
"Grand Junction, CO (5362)","Grand Junction, CO",OUT,Company,5362,5362,5362,9034,956,,Grand Junction,CO,81501,2830 North Avenue,Suite 3B,39.078715,-108.527223,,,,Retail,,
"Portland, OR (5397)","Portland, OR",OUT,Company,5397,5397,5397,9034,956,,Portland,OR,97230,4500 N E 122nd Avenue,,45.554679,-122.535233,,6/11/2017,,Retail,,
"Shoreline, WA (7538)","Shoreline, WA",OUT,Company,7538,7538,7538,9034,956,,Shoreline,WA,98133,15711 1/2 Aurora Avenue N,,47.743799,-122.348856,,,,Retail,,
"Westminster, CO (7541)","Westminster, CO",OUT,Company,7541,7541,7541,9034,956,,Westminster,CO,80005,7647 W 88th Avenue,,39.858474,-105.083635,,,,Retail,,
"Tukwila, WA (9788)","Tukwila, WA",OUT,Company,9788,9788,9788,9034,956,,Tukwila,WA,98188,18340 - 18350 Olympic Avenue S,,,,,6/11/2017,,Retail,,
"Clackamas, OR (9888)","Clackamas, OR",OUT,Company,9888,9888,9888,9034,956,,Clackamas,OR,97086,10176 SE 82nd Avenue,,45.448973,-122.577134,,6/11/2017,,Retail,,
"Boise, ID (4824)","Boise, ID",OUT,Franchise,4824,4824,4824,9034,956,,Boise,ID,83709,8033 W Franklin Road,,43.60349,-116.282337,,,,Retail,,
"Bakersfield, CA (4029)","Bakersfield, CA",OUT,Company,4029,4029,4029,9034,958,,Bakersfield,CA,93304,2300 White Lane,Unit B,35.319742,-119.028746,,,,Retail,,
"Palmdale, CA (4038)","Palmdale, CA",OUT,Company,4038,4038,4038,9034,958,,Palmdale,CA,93551,320 West Rancho Vista Boulevard,,34.60052,-118.13498,,,,Retail,,
"Santa Ana, CA (4049)","Santa Ana, CA",OUT,Company,4049,4049,4049,9034,958,,Santa Ana,CA,92707,500 W Warner Avenue,,33.714811,-117.873731,,,,Retail,,
"San Diego, CA (4328)","San Diego, CA",OUT,Company,4328,4328,4328,9034,958,,San Diego,CA,92110,960 Sherman Street,,32.765157,-117.200325,,6/11/2017,,Retail,,
"Ontario, CA (4958)","Ontario, CA",OUT,Company,4958,4958,4958,9034,958,,Ontario,CA,91761,2401 S Vineyard Avenue,,34.029403,-117.607201,,6/11/2017,,Retail,,
"West Covina, CA (5282)","West Covina, CA",OUT,Company,5282,5282,5282,9034,958,,West Covina,CA,91790,728 South Orange Avenue,,34.070196,-117.942007,,6/11/2017,,Retail,,
"OCEANSIDE, CA (7359)","OCEANSIDE, CA",OUT,Company,7359,7359,7359,9034,958,,OCEANSIDE,CA,92054,2505-B VISTA WAY 1,,33.182711,-117.332673,,6/11/2017,,Retail,,
"BREA, CA (7438)","BREA, CA",OUT,Company,7438,7438,7438,9034,958,,BREA,CA,92821,2335 EAST IMPERIAL HWY,,33.912797,-117.871747,,,,Retail,,
"Torrance, CA (7659)","Torrance, CA",OUT,Company,7659,7659,7659,9034,958,,Torrance,CA,90503,3610 Torrance Boulevard,,33.837081,-118.350012,,12/4/2016,,Retail,,
"Corona, CA (9150)","Corona, CA",OUT,Company,9150,9150,9150,9034,958,,Corona,CA,92881,1208 Magnolia Avenue,,33.863317,-117.543783,,6/11/2017,,Retail,,
"Carmel Mountain, CA (9405)","Carmel Mountain, CA",OUT,Company,9405,9405,9405,9034,958,,Carmel Mountain,CA,92128,12080 Carmel Mountain,,32.984638,-117.077783,,,,Retail,,
